day,company1,company2
354,128.36,107.120003
355,126.91,111.870003
356,128.48,112.260002
357,132.79,112.160004
358,133.75,113.230003
359,138.94,112.580002
360,138.47,112.099998
361,139.31,113.790001
362,139.41,113.639999
363,136.49,112.82
364,134.52,111.389999
365,133.9,108.290001
366,134.69,106.540001
367,132.25,107.199997
368,130,109.230003
369,133.52,112.669998
370,130.308,112.599998
371,127.35,111.43
372,129.11,109.040001
373,127.35,110
374,127.14,107.029999
375,127.61,107.839996
376,125.78,108.949997
377,126.62,110.260002
378,121.43,112.300003
379,120.31,113.739998
380,119.48,112.419998
381,122.75,117.629997
382,126.03,116.32
383,125.41,118.400002
384,118.87,118.050003
385,118.12,118.5
386,119.1,118.5
387,115.94,120.019997
388,117.39,120.019997
389,116.83,118.550003
390,118.03,120.169998
391,117.36,122.769997
392,120.09,126.059998
393,119.66,127.279999
394,117.53,127.489998
395,116.31,127.629997
396,118.08,128.479996
397,117.52,128.619995
398,118.01,130.020004
399,117.24,132.940002
400,119.72,131.559998
401,118.2,128.789993
402,118.4,130
403,124.54,129.25
404,125.53,128.960007
405,125.89,129.100006
406,128.53,128.580002
407,128.91,128.399994
408,130.11,127.959999
409,128.82,126.410004
410,130.51,124.75
411,133.58,122.309998
412,131.82,124.400002
413,131.13,123.879997
414,131.79,125.900002
415,131.34,127
416,132.76,128.75
417,130.35,128.25
418,130.47,127.120003
419,129.26,127.230003
420,128.04,126.540001
421,134.73,122.760002
422,135.06,124.57
423,135.12,124.050003
424,136.579,126.089996
425,135.77,124.82
426,131.81,125.029999
427,131.49,124.470001
428,135.56,127.639999
429,134.87,125.849998
430,140.96,125.849998
431,140.06,125.949997
432,141.2,128.369995
433,140.16,127
434,144.28,126.410004
435,145.82,126.279999
436,142.171,125.550003
437,142.43,125.57
438,144.2,128.100006
439,146.43,126.989998
440,150.09,128.300003
441,143.63,130.490005
442,147.11,132.309998
443,142.02,134.460007
444,139.35,130.160004
445,141.73,128.639999
446,137.1,126.099998
447,137.49,129.5
448,129.83,128.149994
449,130.93,126.559998
450,128.71,124.769997
451,124.98,126.68
452,131.29,127.389999
453,130.46,125.599998
454,133.87,126.150002
455,131.47,127.410004
456,128.533,129.070007
457,128.91,128.380005
458,126.28,130.690002
459,124.59,130
460,119.71,130.070007
461,122.72,131.600006
462,122.12,132.600006
463,124.86,130.339996
464,123.21,131.860001
465,126.7,131.229996
466,125.46,130.279999
467,123.24,129.860001
468,126.31,130.660004
469,128.76,129.580002
470,122.77,129.5
471,122.01,128.899994
472,118.835,126.699997
473,117.91,127.919998
474,123.21,129.179993
475,123.03,128.190002
476,123.83,126.099998
477,126.84,127.029999
478,126.9,127.720001
479,125.89,127.230003
480,125.83,127.709999
481,122.55,127.489998
482,122.307,127.480003
483,121.45,127.209999
484,118.33,128.860001
485,121,127.669998
486,117.8,125.459999
487,108.61,125.57
488,109.26,126.900002
489,110.96,126.43
490,109.14,124.940002
491,110.06,125.889999
492,113.43,124.480003
493,116.22,123.849998
494,117.26,121.940002
495,119.51,125.029999
496,123.65,126.040001
497,123.3,125.720001
498,122.06,127.739998
499,118.49,129.080002
500,119.94,130.970001
501,120.1,132.850006
502,117.43,121.989998
503,120.07,126.199997
504,118.87,125.32
505,118.4,123.089996
506,117.13,123.379997
507,117.13,123.150002
508,116.86,122.32
509,117.89,122.599998
510,120.07,121.5
511,122.42,117.419998
512,127.58,112.949997
513,127.83,115.970001
514,128.32,114.580002
515,128.83,116.529999
516,130,117.809998
517,125.89,112.529999
518,126.56,116.040001
519,124.69,114.32
520,126.07,116.040001
521,128.86,116.43
522,129.65,116.099998
523,127.57,114.080002
524,127.76,110.43
525,126.6,94.870003
526,124.53,111.110001
527,126.85,107.089996
528,124.86,112.230003
529,126.64,112.169998
530,123.79,112.029999
531,124.83,110.150002
532,132.49,110.230003
533,135.21,112.489998
534,138.79,108.970001
535,137.22,111.75
536,139.14,113.760002
537,140.38,110.269997
538,142.44,111.790001
539,145.07,116.580002
540,145.75,115.93
541,145.45,116.25
542,148.13,115.660004
543,148.325,112.209999
544,151.3048,113.669998
545,150.73,113.379997
546,151.83,113.629997
547,152.85,113.25
548,160.73,116.440002
549,159.37,113.849998
550,159.7,112.830002
551,158.99,110.169998
552,157.06,109.07
553,153.71,108.010002
554,155.39,109.879997
555,160.87,110.629997
556,155.4,111.739998
557,156.27,110.190002
558,155.55,110
559,153.03,112.730003
560,156.48,110.82
561,155.17,111.290001
562,155.53,110.93
563,164.64,111.779999
564,163.56,110.800003
565,158.67,111.339996
566,158.67,114
567,164.97,114.330002
568,169.13,116.699997
569,169,118.080002
570,169.95,115.400002
571,167.51,116.93
572,166.84,118.699997
573,165.23,120.989998
574,162.58,120.800003
575,164.61,120.790001
576,168.47,123.129997
577,168.93,121.849998
578,170.77,121.110001
579,171.99,120.959999
580,170.27,116.900002
581,173.33,116.370003
582,170.37,116.260002
583,165.68,115.199997
584,158.9,111.379997
585,157.78,114.919998
586,158.35,115.760002
587,164.17,117.639999
588,164.82,119.199997
589,170.39,119.269997
590,168.2,117.330002
591,177.25,119.209999
592,177.2,118.290001
593,179.49,117.989998
594,175.4,118.75
595,176.55,117.339996
596,176.53,116.550003
597,175.68,115.290001
598,178.05,118.980003
599,176.77,117.519997
600,176.29,117.639999
601,174.85,116.040001
602,175.62,115.190002
603,174.25,112.18
604,173.94,111.940002
605,175.57,111.07
606,178.04,112.019997
607,177.58,108.910004
608,183.29,107.279999
609,184.75,107.400002
610,184.76,107.269997
611,182.59,109
612,182.14,107.589996
613,181.09,106.959999
614,183.37,108.580002
615,182.75,107.010002
616,180,102.610001
617,184.22,105.75
618,185.01,100.559998
619,187.42,98.68
620,185.86,98.550003
621,185.49,98.970001
622,184.68,100.550003
623,184.34,100.32
624,184.08,97.959999
625,185.53,96.199997
626,188.75,98.410004
627,191.25,95.099998
628,186.87,97.059998
629,181.96,98.629997
630,177.42,101.519997
631,176.85,99.93
632,176.7,96.040001
633,175.39,93.790001
634,184.45,94.790001
635,171.14,96.470001
636,169.64,95.419998
637,172.11,95
638,173.53,95.860001
639,173.71,96.519997
640,175.93,93.129997
641,176.43,94.290001
642,183.06,95.919998
643,185.3,93.790001
644,186.21,94.190002
645,189.25,95.019997
646,190.42,96.669998
647,189.03,98.839996
648,186.62,96
649,187.76,96.309998
650,186.5,96.400002
651,180.42,93.980003
652,176.68,96.050003
653,177.75,97.199997
654,177.24,96.860001
655,173.29,97.650002
656,169.44,100.510002
657,172.02,100.580002
658,172.79,102.370003
659,171.67,102.389999
660,169.08,100.779999
661,166.89,101.309998
662,169.05,101.410004
663,166.14,102.239998
664,168.07,101.910004
665,166.73,103.959999
666,165.08,104.610001
667,164.7,105.519997
668,160.97,106.339996
669,161.82,105.93
670,164.525,105.25
671,162.6,106.480003
672,165.32,105.470001
673,171.1,106
674,170.98,104.889999
675,169.35,108.650002
676,174.62,109.720001
677,179.42,108.779999
678,180.13,110.419998
679,180.13,109.510002
680,182.94,110.230003
681,185.29,109.949997
682,182.76,108.910004
683,184.91,108.970001
684,184.71,109.339996
685,184.04,110.800003
686,180.48,111.620003
687,182.29,112.110001
688,181.82,108.889999
689,180.01,107.879997
690,178.34,106.639999
691,178.82,106.93
692,183.87,105.010002
693,185.89,105
694,185.42,103.910004
695,182.3,96
696,196.63,97.610001
697,195.07,93.989998
698,195.81,93.970001
699,201.19,94.199997
700,198.45,95.199997
701,199.97,94
702,197.11,93.370003
703,197.6,93
704,200.8,93.330002
705,203.94,93.480003
706,204.38,92.720001
707,206.07,90
708,202.56,92.389999
709,192.51,94.550003
710,194.81,94.160004
711,197.09,94.639999
712,198.805,94.639999
713,198.65,95.870003
714,196.22,97.220001
715,193.27,98.669998
716,192.26,99.68
717,195,99.440002
718,194.13,99.599998
719,196.69,99.019997
720,192.395,97.599998
721,193.65,97.790001
722,188.32,97.989998
723,185.69,99.25
724,187.55,99.019997
725,188.05,98.5
726,189.68,98.529999
727,186.53,98.690002
728,186.29,97.32
729,189.96,97.82
730,185.98,96.449997
731,183.65,96.620003
732,186.37,96
733,187.72,94.940002
734,194.23,96.25
735,191.63,95.940002
736,194.16,92.910004
737,192.55,93
738,201.25,92.900002
739,202.35,93.970001
740,204.18,94.440002
741,204.49,95.489998
742,209.49,95.389999
743,213.19,94.599998
744,214.19,95.699997
745,216.74,96.489998
746,218.28,96.75
747,212.55,97.169998
748,211.23,97.410004
749,213.5,97.389999
750,210.38,98.919998
751,212.87,98.699997
752,211.53,99.559998
753,218.06,100
754,215.55,99.830002
755,213.21,99.260002
756,216.52,98.25
757,213.49,96.82
758,214.18,104.269997
759,222.518,102.830002
760,223.9,104.190002
761,222.52,104.410004
762,221.32,106.050003
763,211.7,104.809998
764,209.96,105.580002
765,201.48,106.269997
766,202.7,107.519997
767,193.7,108.230003
768,205.09,108.709999
769,194.13,108.519997
770,198.36,107.779999
771,202.3,108.139999
772,202.95,109.629997
773,197.68,109.099998
774,195.93,109.230003
775,182.52,108.769997
776,178.93,108.860001
777,177.54,108.589996
778,193.55,108.57
779,193.73,107.389999
780,192.03,107.410004
781,199.27,106.620003
782,206.53,105.800003
783,210.92,105.660004
784,215.23,106.139999
785,212.54,107.699997
786,210,107.900002
787,216.18,107.830002
788,219.9,107.25
789,217.26,104.639999
790,211.39,102.650002
791,216.56,107.510002
792,219.53,108.730003
793,222.57,113.860001
794,226.78,115.120003
795,239.3,115.190002
796,241.69,113.050003
797,233.25,113.849998
798,231.87,114.349998
799,223.23,114.419998
800,223.61,111.639999
801,229.85,113
802,224.21,113.690002
803,229.71,113.160004
804,222.44,112.459999
805,216.23,112.709999
806,211.98,113.059998
807,212.5,113.400002
808,219.498,113.699997
809,221.51,114.309998
810,224.74,115.019997
811,231.32,117.699997
812,235.48,117.349998
813,236.81,116.790001
814,236.15,117.879997
815,246.71,117.330002
816,242.33,118.18
817,243.88,117.25
818,231.53,116.860001
819,233.61,116.809998
820,234.78,117.099998
821,237.61,117.949997
822,227.15,114.309998
823,198.4,115.389999
824,206.78,113.870003
825,217.32,113.650002
826,213.51,113.459999
827,212.105,111.400002
828,215.62,110.980003
829,218.29,108.529999
830,216.48,110.080002
831,217,110.309998
832,217.99,109.879997
833,211.22,111.089996
834,210.79,107.120003
835,217.39,107.709999
836,218.93,106.57
837,217.83,106.699997
838,211.99,109.809998
839,204.52,109.720001
840,197.14,110.120003
841,189.25,111.949997
842,192.34,111.360001
843,188.99,111.129997
844,182.399,111.43
845,194.15,110.779999
846,188.39,111.599998
847,192.29,110.370003
848,197.13,109.169998
849,196.03,110
850,196.24,109.5
851,191.99,109.260002
852,195.32,110.860001
853,190.48,112.309998
854,193.03,113.290001
855,189.52,113.839996
856,180.51,115.040001
857,180.21,115.379997
858,181.26,116.470001
859,181.26,115.800003
860,179.33,116.739998
861,182.52,116.800003
862,174.35,116.349998
863,179.03,115.589996
864,177.28,116.519997
865,176.27,117.519997
866,173.89,116.449997
867,173.86,116.650002
868,173.1,115.800003
869,179.03,115.849998
870,177.51,115.919998
871,177.61,116.779999
872,182.61,117.949997
873,178.56,118.769997
874,179.34,118.739998
875,178.9,118.900002
876,175.93,119.110001
877,178.42,118.339996
878,181.66,120
879,189.44,119.400002
880,194.45,120.449997
881,190.93,120
882,186.09,119.550003
883,187,120.419998
884,187.8,121.669998
885,193.316,122.139999
886,195.37,120.93
887,192.15,121.150002
888,194.44,127.029999
889,179.46,127.980003
890,181.72,128.309998
891,187.68,129.130005
892,183.14,130.539993
893,184.19,131.350006
894,185.48,131.649994
895,184.98,132.460007
896,185.54,133.080002
897,191.59,133.470001
898,191.3,135.520004
899,184.47,135.669998
900,179.93,135.100006
901,182.5,136.229996
902,182.26,136.429993
903,180.58,137.380005
904,178.89,135.910004
905,179.13,137.139999
906,178.53,137.080002
907,183.8,137.889999
908,179.69,140
909,180.04,138.779999
910,179.3,139.369995
911,180.26,139.059998
912,181.09,138.949997
913,183.77,138.740005
914,187.64,139.25
915,184.32,138.850006
916,183.39,139.300003
917,184.59,139.410004
918,182.26,140.720001
919,184.43,141
920,185.05,140.399994
921,185.52,142.110001
922,192.33,139.850006
923,191.73,141.259995
924,192.4,141.5
925,195.04,139.389999
926,202.87,140.910004
927,205.44,143.679993
928,201.16,144.190002
929,204.61,143.720001
930,202.51,143.710007
931,198.05,143.25
932,199.66,144.220001
933,193.99,144.289993
934,194.39,143.729996
935,191.87,143.600006
936,186.98,142.940002
937,187.97,141.600006
938,190.69,141.910004
939,188.46,141.479996
940,185.5,141.410004
941,188.39,141.880005
942,191.07,141.220001
943,191.1,142.440002
944,189.98,143.5
945,188.24,143.910004
946,190.33,144.470001
947,194.42,143.919998
948,195.99,144.089996
949,226.85,145.100006
950,231.9,147.539993
951,230.04,145.589996
952,230.25,146.520004
953,229.45,146.759995
954,223.99,149.029999
955,225.16,153.869995
956,223.9,153.630005
957,222.98,152.449997
958,226.69,154.699997
959,227.68,156.009995
960,222.93,155.940002
961,224.39,153.600006
962,224.06,151.270004
963,218.36,153.380005
964,213.85,154
965,218.11,154.899994
966,215.33,153.839996
967,217.28,153.729996
968,215.24,154
969,212.89,153.419998
970,214.75,153.970001
971,209.23,153.169998
972,212.91,153.580002
973,208.22,154.339996
974,214.57,153.899994
975,213.21,155.020004
976,217.64,155.25
977,218.8,155.190002
978,218.48,145.740005
979,216.5,147.160004
980,216.42,147.5
981,214.73,143.320007
982,214.45,143.779999
983,218.35,143.660004
984,222.66,146.869995
985,224.03,145.520004
986,223.02,145.770004
987,220.575,145.130005
988,222.16,147.169998
989,220.07,145.009995
990,225.61,144.490005
991,225.62,144.710007
992,221.31,144.449997
993,228.35,144.880005
994,229.32,143.690002
995,229.53,143.020004
996,227.06,142.899994
997,225.05,144.110001
998,225.05,144.729996
999,219.5,145.869995
1000,218.37,145.5
1001,215.36,147.970001
1002,218.39,148.820007
1003,216.01,149.199997
1004,216.93,150.479996
1005,217.47,151.5
1006,226.17,149.990005
1007,228.29,150.580002
1008,226.01,151.800003
1009,223.04,153.350006
1010,217.05,153.75
1011,220.01,149.889999
1012,237.32,149.899994
1013,236.09,149.100006
1014,233.3,159.279999
1015,232.09,157.050003
1016,230.81,156.070007
1017,234.97,157.059998
1018,233.99,158.600006
1019,236.56,159.259995
1020,234.38,159.899994
1021,234.06,156.600006
1022,232.75,159.320007
1023,232.44,160.660004
1024,233.19,161.940002
1025,237.42,160.520004
1026,241.55,157.860001
1027,241.17,157.5
1028,240.35,158.229996
1029,239.45,159.070007
1030,243.1,160.429993
1031,241.198,159.649994
1032,245.74,160.139999
1033,243.92,160.100006
1034,246.11,163.800003
1035,247.12,163.639999
1036,246.22,164.800003
1037,248.27,163.75
1038,247.88,162.710007
1039,246.22,162.089996
1040,251.38,160.860001
1041,259.14,160.5
1042,257.09,162.610001
1043,255.67,159.869995
1044,255.63,158.990005
1045,260.24,158.470001
1046,261.27,160.110001
1047,258,159.509995
1048,258.75,157.899994
1049,261.68,155.800003
1050,260.81,151.539993
1051,257.47,149.990005
1052,254.805,151.779999
1053,252.46,153.800003
1054,249.67,153.889999
1055,256.59,153.210007
1056,254.32,154.259995
1057,252.01,154.009995
1058,250.6,153.630005
1059,255.92,154.179993
1060,260.47,154.970001
1061,258.51,155.809998
1062,259.06,156.059998
1063,250.96,155.970001
1064,244.99,156.350006
1065,244.22,156.729996
1066,242.36,157.899994
1067,244.18,159.779999
1068,243.94,160.419998
1069,247.49,156.75
1070,244.85,156.610001
1071,240,156.889999
1072,233.78,156.289993
1073,234.31,156.910004
1074,228.49,157.229996
1075,222.92,159.289993
1076,238.24,163.889999
1077,232.8931,167.899994
1078,232.14,169.869995
1079,232.4224,166.600006
1080,234.33,174
1081,237.56,172.369995
1082,232.0608,173.910004
1083,227.35,174.660004
1084,226.31,175.110001
1085,226.47,175.110001
1086,226.6,173.5
1087,222.95,173.039993
1088,220.599,169.970001
1089,225.23,171.179993
1090,229.71,171.039993
1091,233.78,170.289993
1092,238.03,170.779999
1093,239.88,173.360001
1094,243.62,175.100006
1095,243.4017,175.050003
1096,247.11,174.300003
1097,251.27,172.630005
1098,252.05,170.429993
1099,250.3291,169.949997
1100,252.4881,172.479996
1101,253.96,169.059998
1102,253.37,167.5
1103,253.2681,169.029999
1104,247.77,170.490005
1105,250.69,169.199997
1106,251.76,172.149994
1107,251.25,172.5
1108,249.19,172.399994
1109,253.86,173.630005
1110,260.4,174.880005
1111,257.99,175.029999
1112,261.5,174.869995
1113,256.92,174.169998
1114,258.62,174.679993
1115,248.6314,170.800003
1116,248.31,170.100006
1117,245.18,171
1118,250.87,170.520004
1119,257.31,170.160004
1120,258.48,172.529999
1121,259.15,172.539993
1122,268.4592,173.440002
1123,266.38,174.350006
1124,266.35,174.550003
1125,265.34,173.160004
1126,267.94,174.589996
1127,272.73,176.179993
1128,271.9,177.899994
1129,268.93,176.149994
1130,270.48,179.369995
1131,272.12,178.610001
1132,270.19,177.300003
1133,268.11,177.300003
1134,273.62,177.25
1135,283.99,174.509995
1136,276.04,172
1137,260.35,170.160004
1138,272.764,165.529999
1139,265.5,166.869995
1140,265,167.169998
1141,259.98,166
1142,266.89,159.100006
1143,262.22,154.830002
1144,260.23,163.089996
1145,261.95,160.289993
1146,257.21,157.070007
1147,258.7,158.5
1148,269.47,161.949997
1149,269.24,163.039993
1150,265.09,169.789993
1151,269.75,172.360001
1152,266.41,172.050003
1153,265.94,172.830002
1154,265.42,171.800003
1155,259.87,173.669998
1156,259.36,176.350006
1157,263.25,179.100006
1158,264.27,179.259995
1159,265.74,178.539993
1160,273.11,172.800003
1161,275.59,175.210007
1162,273.79,177.910004
1163,273.88,174.940002
1164,274.19,175.479996
1165,271.24,177.960007
1166,274.13,180.289993
1167,275.1,182.589996
1168,265.74,180.320007
1169,261.82,178.5
1170,257.89,178.649994
1171,256.41,177.320007
1172,257.278,175.240005
1173,253.39,175.039993
1174,257.75,170
1175,256.02,168.389999
1176,260.31,168.070007
1177,265.3,173.679993
1178,266.49,167.25
1179,261.61,167.809998
1180,263.322,166.639999
1181,259.03,167.639999
1182,259.08,164.880005
1183,255.48,172.580002
1184,258.95,170.970001
1185,261.14,169.880005
1186,264.77,173
1187,269.85,172.229996
1188,272.87,173.410004
1189,267.72,174.779999
1190,272.34,175.029999
1191,267.4,176.490005
1192,259.42,177.809998
1193,260.32,173.759995
1194,263.55,170.600006
1195,268.9,166.830002
1196,268.78,165.669998
1197,274.7,162.619995
1198,254.81,164.119995
1199,249.74,164
1200,253.81,162.130005
1201,248.23,166.410004
1202,252.55,175.229996
1203,258.05,175.880005
1204,255.72,178.25
1205,257.73,185.179993
1206,258.68,184.990005
1207,260.16,186.550003
1208,263.63,187.740005
1209,264.51,189.490005
1210,268.33,189.009995
1211,266.56,186.779999
1212,264.12,186.070007
1213,269.9,188
1214,267.63,187.190002
1215,268.86,188
1216,262.96,188.380005
1217,261.8,186.350006
1218,261.74,188.770004
1219,267.29,188.229996
1220,265.53,187.600006
1221,266.83,187.720001
1222,269.2,187.220001
1223,266.88,187.990005
1224,265.7,191.639999
1225,267.17,193.070007
1226,267.83,193.630005
1227,276.87,194.139999
1228,281.07,191.169998
1229,274.78,191.350006
1230,271.67,191.389999
1231,275.79,192.419998
1232,273.99,191.550003
1233,278.06,190.029999
1234,281.76,187.880005
1235,278.16,185.139999
1236,273.44,186.350006
1237,273.36,187.25
1238,270.61,186.119995
1239,272.088,183.399994
1240,277.57,182.990005
1241,277.55,185.229996
1242,277.69,184.100006
1243,282.1,186.289993
1244,283.73,183.820007
1245,284.03,187.789993
1246,285.88,185.259995
1247,290.59,185.419998
1248,291.53,189.5
1249,292.33,190.710007
1250,299.66,188.5
1251,307.55,189.529999
1252,306.57,191.080002
1253,306.87,191.520004
1254,308.69,189.75
1255,304.11,191.779999
1256,305.23,189.690002
1257,303.48,191.779999
1258,301.06,190.679993
1259,298.94,192.449997
1260,303.4,193.059998
