Day,Price
286,83.85
287,84.54
288,83.86
289,83.55
290,90.7
291,90.44
292,90.28
293,90.56
294,93.75
295,92.38
296,92.11
297,90.52
298,92.21
299,91.72
300,93.36
301,91.04
302,89.85
303,88.67
304,90.91
305,93.97
306,95.22
307,95.71
308,93.6
309,94.83
310,97.46
311,96.01
312,95.32
313,94.68
314,94.98
315,93.42
316,93.45
317,118.49
318,124.6399
319,122.07
320,121.64
321,122.577
322,118.81
323,118.84
324,118.37
325,117.1
326,120.61
327,126.2
328,126.67
329,130.15
330,129.91
331,130.53
332,132.97
333,131.59
334,131.25
335,131.29
336,128.99
337,129.66
338,133
339,132.94
340,134.03
341,131.74
342,135.91
343,138.5
344,142.25
345,141.17
346,137.58
347,134.21
348,134.11
349,131.31
350,135.38
351,134.15
352,131.38
353,130.23
354,128.36
355,126.91
356,128.48
357,132.79
358,133.75
359,138.94
360,138.47
361,139.31
362,139.41
363,136.49
364,134.52
365,133.9
366,134.69
367,132.25
368,130
369,133.52
370,130.308
371,127.35
372,129.11
373,127.35
374,127.14
375,127.61
376,125.78
377,126.62
378,121.43
379,120.31
380,119.48
381,122.75
382,126.03
383,125.41
384,118.87
385,118.12
386,119.1
387,115.94
388,117.39
389,116.83
390,118.03
391,117.36
392,120.09
393,119.66
394,117.53
395,116.31
396,118.08
397,117.52
398,118.01
399,117.24
400,119.72
401,118.2
402,118.4
403,124.54
404,125.53
405,125.89
406,128.53
407,128.91
408,130.11
409,128.82
410,130.51
411,133.58
412,131.82
413,131.13
414,131.79
415,131.34
416,132.76
417,130.35
418,130.47
419,129.26
420,128.04
421,134.73
422,135.06
423,135.12
424,136.579
425,135.77
426,131.81
427,131.49
428,135.56
429,134.87
430,140.96
431,140.06
432,141.2
433,140.16
434,144.28
435,145.82
436,142.171
437,142.43
438,144.2
439,146.43
440,150.09
441,143.63
442,147.11
443,142.02
444,139.35
445,141.73
446,137.1
447,137.49
448,129.83
449,130.93
450,128.71
451,124.98
452,131.29
453,130.46
454,133.87
455,131.47
456,128.533
457,128.91
458,126.28
459,124.59
460,119.71
461,122.72
462,122.12
463,124.86
464,123.21
465,126.7
466,125.46
467,123.24
468,126.31
469,128.76
470,122.77
471,122.01
472,118.835
473,117.91
474,123.21
475,123.03
476,123.83
477,126.84
478,126.9
479,125.89
480,125.83
481,122.55
482,122.307
483,121.45
484,118.33
485,121
486,117.8
487,108.61
488,109.26
489,110.96
490,109.14
491,110.06
492,113.43
493,116.22
494,117.26
495,119.51
496,123.65
497,123.3
498,122.06
499,118.49
500,119.94
501,120.1
502,117.43
503,120.07
504,118.87
505,118.4
506,117.13
507,117.13
508,116.86
509,117.89
510,120.07
511,122.42
512,127.58
513,127.83
514,128.32
515,128.83
516,130
517,125.89
518,126.56
519,124.69
520,126.07
521,128.86
522,129.65
523,127.57
524,127.76
525,126.6
526,124.53
527,126.85
528,124.86
529,126.64
530,123.79
531,124.83
532,132.49
533,135.21
534,138.79
535,137.22
536,139.14
537,140.38
538,142.44
539,145.07
540,145.75
541,145.45
542,148.13
543,148.325
544,151.3048
545,150.73
546,151.83
547,152.85
548,160.73
549,159.37
550,159.7
551,158.99
552,157.06
553,153.71
554,155.39
555,160.87
556,155.4
557,156.27
558,155.55
559,153.03
560,156.48
561,155.17
562,155.53
563,164.64
564,163.56
565,158.67
566,158.67
567,164.97
568,169.13
569,169
570,169.95
571,167.51
572,166.84
573,165.23
574,162.58
575,164.61
576,168.47
577,168.93
578,170.77
579,171.99
580,170.27
581,173.33
582,170.37
583,165.68
584,158.9
585,157.78
586,158.35
587,164.17
588,164.82
589,170.39
590,168.2
591,177.25
592,177.2
593,179.49
594,175.4
595,176.55
596,176.53
597,175.68
598,178.05
599,176.77
600,176.29
601,174.85
602,175.62
603,174.25
604,173.94
605,175.57
606,178.04
607,177.58
608,183.29
609,184.75
610,184.76
611,182.59
612,182.14
613,181.09
614,183.37
615,182.75
616,180
617,184.22
618,185.01
619,187.42
620,185.86
621,185.49
622,184.68
623,184.34
624,184.08
625,185.53
626,188.75
627,191.25
628,186.87
629,181.96
630,177.42
631,176.85
632,176.7
633,175.39
634,184.45
635,171.14
636,169.64
637,172.11
638,173.53
639,173.71
640,175.93
641,176.43
642,183.06
643,185.3
644,186.21
645,189.25
646,190.42
647,189.03
648,186.62
649,187.76
650,186.5
651,180.42
652,176.68
653,177.75
654,177.24
655,173.29
656,169.44
657,172.02
658,172.79
659,171.67
660,169.08
661,166.89
662,169.05
663,166.14
664,168.07
665,166.73
666,165.08
667,164.7
668,160.97
669,161.82
670,164.525
671,162.6
672,165.32
673,171.1
674,170.98
675,169.35
676,174.62
677,179.42
678,180.13
679,180.13
680,182.94
681,185.29
682,182.76
683,184.91
684,184.71
685,184.04
686,180.48
687,182.29
688,181.82
689,180.01
690,178.34
691,178.82
692,183.87
693,185.89
694,185.42
695,182.3
696,196.63
697,195.07
698,195.81
699,201.19
700,198.45
701,199.97
702,197.11
703,197.6
704,200.8
705,203.94
706,204.38
707,206.07
708,202.56
709,192.51
710,194.81
711,197.09
712,198.805
713,198.65
714,196.22
715,193.27
716,192.26
717,195
718,194.13
719,196.69
720,192.395
721,193.65
722,188.32
723,185.69
724,187.55
725,188.05
726,189.68
727,186.53
728,186.29
729,189.96
730,185.98
731,183.65
732,186.37
733,187.72
734,194.23
735,191.63
736,194.16
737,192.55
738,201.25
739,202.35
740,204.18
741,204.49
742,209.49
743,213.19
744,214.19
745,216.74
746,218.28
747,212.55
748,211.23
749,213.5
750,210.38
751,212.87
752,211.53
753,218.06
754,215.55
755,213.21
756,216.52
757,213.49
758,214.18
759,222.518
760,223.9
761,222.52
762,221.32
763,211.7
764,209.96
765,201.48
766,202.7
767,193.7
768,205.09
769,194.13
770,198.36
771,202.3
772,202.95
773,197.68
774,195.93
775,182.52
776,178.93
777,177.54
778,193.55
779,193.73
780,192.03
781,199.27
782,206.53
783,210.92
784,215.23
785,212.54
786,210
787,216.18
788,219.9
789,217.26
790,211.39
791,216.56
792,219.53
793,222.57
794,226.78
795,239.3
796,241.69
797,233.25
798,231.87
799,223.23
800,223.61
801,229.85
802,224.21
803,229.71
804,222.44
805,216.23
806,211.98
807,212.5
808,219.498
809,221.51
810,224.74
811,231.32
812,235.48
813,236.81
814,236.15
815,246.71
816,242.33
817,243.88
818,231.53
819,233.61
820,234.78
821,237.61
822,227.15
823,198.4
824,206.78
825,217.32
826,213.51
827,212.105
828,215.62
829,218.29
830,216.48
831,217
832,217.99
833,211.22
834,210.79
835,217.39
836,218.93
837,217.83
838,211.99
839,204.52
840,197.14
841,189.25
842,192.34
843,188.99
844,182.399
845,194.15
846,188.39
847,192.29
848,197.13
849,196.03
850,196.24
851,191.99
852,195.32
853,190.48
854,193.03
855,189.52
856,180.51
857,180.21
858,181.26
859,181.26
860,179.33
861,182.52
862,174.35
863,179.03
864,177.28
865,176.27
866,173.89
867,173.86
868,173.1
869,179.03
870,177.51
871,177.61
872,182.61
873,178.56
874,179.34
875,178.9
876,175.93
877,178.42
878,181.66
879,189.44
880,194.45
881,190.93
882,186.09
883,187
884,187.8
885,193.316
886,195.37
887,192.15
888,194.44
889,179.46
890,181.72
891,187.68
892,183.14
893,184.19
894,185.48
895,184.98
896,185.54
897,191.59
898,191.3
899,184.47
900,179.93
901,182.5
902,182.26
903,180.58
904,178.89
905,179.13
906,178.53
907,183.8
908,179.69
909,180.04
910,179.3
911,180.26
912,181.09
913,183.77
914,187.64
915,184.32
916,183.39
917,184.59
918,182.26
919,184.43
920,185.05
921,185.52
922,192.33
923,191.73
924,192.4
925,195.04
926,202.87
927,205.44
928,201.16
929,204.61
930,202.51
931,198.05
932,199.66
933,193.99
934,194.39
935,191.87
936,186.98
937,187.97
938,190.69
939,188.46
940,185.5
941,188.39
942,191.07
943,191.1
944,189.98
945,188.24
946,190.33
947,194.42
948,195.99
949,226.85
950,231.9
951,230.04
952,230.25
953,229.45
954,223.99
955,225.16
956,223.9
957,222.98
958,226.69
959,227.68
960,222.93
961,224.39
962,224.06
963,218.36
964,213.85
965,218.11
966,215.33
967,217.28
968,215.24
969,212.89
970,214.75
971,209.23
972,212.91
973,208.22
974,214.57
975,213.21
976,217.64
977,218.8
978,218.48
979,216.5
980,216.42
981,214.73
982,214.45
983,218.35
984,222.66
985,224.03
986,223.02
987,220.575
988,222.16
989,220.07
990,225.61
991,225.62
992,221.31
993,228.35
994,229.32
995,229.53
996,227.06
997,225.05
998,225.05
999,219.5
1000,218.37
1001,215.36
1002,218.39
1003,216.01
1004,216.93
1005,217.47
1006,226.17
1007,228.29
1008,226.01
1009,223.04
1010,217.05
1011,220.01
1012,237.32
1013,236.09
1014,233.3
1015,232.09
1016,230.81
1017,234.97
1018,233.99
1019,236.56
1020,234.38
1021,234.06
1022,232.75
1023,232.44
1024,233.19
1025,237.42
1026,241.55
1027,241.17
1028,240.35
1029,239.45
1030,243.1
1031,241.198
1032,245.74
1033,243.92
1034,246.11
1035,247.12
1036,246.22
1037,248.27
1038,247.88
1039,246.22
1040,251.38
1041,259.14
1042,257.09
1043,255.67
1044,255.63
1045,260.24
1046,261.27
1047,258
1048,258.75
1049,261.68
1050,260.81
1051,257.47
1052,254.805
1053,252.46
1054,249.67
1055,256.59
1056,254.32
1057,252.01
1058,250.6
1059,255.92
1060,260.47
1061,258.51
1062,259.06
1063,250.96
1064,244.99
1065,244.22
1066,242.36
1067,244.18
1068,243.94
1069,247.49
1070,244.85
1071,240
1072,233.78
1073,234.31
1074,228.49
1075,222.92
1076,238.24
1077,232.8931
1078,232.14
1079,232.4224
1080,234.33
1081,237.56
1082,232.0608
1083,227.35
1084,226.31
1085,226.47
1086,226.6
1087,222.95
1088,220.599
1089,225.23
1090,229.71
1091,233.78
1092,238.03
1093,239.88
1094,243.62
1095,243.4017
1096,247.11
1097,251.27
1098,252.05
1099,250.3291
1100,252.4881
1101,253.96
1102,253.37
1103,253.2681
1104,247.77
1105,250.69
1106,251.76
1107,251.25
1108,249.19
1109,253.86
1110,260.4
1111,257.99
1112,261.5
1113,256.92
1114,258.62
1115,248.6314
1116,248.31
1117,245.18
1118,250.87
1119,257.31
1120,258.48
1121,259.15
1122,268.4592
1123,266.38
1124,266.35
1125,265.34
1126,267.94
1127,272.73
1128,271.9
1129,268.93
1130,270.48
1131,272.12
1132,270.19
1133,268.11
1134,273.62
1135,283.99
1136,276.04
1137,260.35
1138,272.764
1139,265.5
1140,265
1141,259.98
1142,266.89
1143,262.22
1144,260.23
1145,261.95
1146,257.21
1147,258.7
1148,269.47
1149,269.24
1150,265.09
1151,269.75
1152,266.41
1153,265.94
1154,265.42
1155,259.87
1156,259.36
1157,263.25
1158,264.27
1159,265.74
1160,273.11
1161,275.59
1162,273.79
1163,273.88
1164,274.19
1165,271.24
1166,274.13
1167,275.1
1168,265.74
1169,261.82
1170,257.89
1171,256.41
1172,257.278
1173,253.39
1174,257.75
1175,256.02
1176,260.31
1177,265.3
1178,266.49
1179,261.61
1180,263.322
1181,259.03
1182,259.08
1183,255.48
1184,258.95
1185,261.14
1186,264.77
1187,269.85
1188,272.87
1189,267.72
1190,272.34
1191,267.4
1192,259.42
1193,260.32
1194,263.55
1195,268.9
1196,268.78
1197,274.7
1198,254.81
1199,249.74
1200,253.81
1201,248.23
1202,252.55
1203,258.05
1204,255.72
1205,257.73
1206,258.68
1207,260.16
1208,263.63
1209,264.51
1210,268.33
1211,266.56
1212,264.12
1213,269.9
1214,267.63
1215,268.86
1216,262.96
1217,261.8
1218,261.74
1219,267.29
1220,265.53
1221,266.83
1222,269.2
1223,266.88
1224,265.7
1225,267.17
1226,267.83
1227,276.87
1228,281.07
1229,274.78
1230,271.67
1231,275.79
1232,273.99
1233,278.06
1234,281.76
1235,278.16
1236,273.44
1237,273.36
1238,270.61
1239,272.088
1240,277.57
1241,277.55
1242,277.69
1243,282.1
1244,283.73
1245,284.03
1246,285.88
1247,290.59
1248,291.53
1249,292.33
1250,299.66
1251,307.55
1252,306.57
1253,306.87
1254,308.69
1255,304.11
1256,305.23
1257,303.48
1258,301.06
1259,298.94
1260,303.4
1261,312.01
1262,306.1
1263,302.41
1264,301.22
1265,305.57
1266,304.21
1267,300.99
1268,300.75
1269,296.91
1270,295.74
1271,297.26
1272,296.69
1273,293.97
1274,291.34
1275,286.47
1276,284.82
1277,285.57
1278,287.09
1279,284.57
1280,289.73
1281,290.01
1282,286.21
1283,280.93
1284,281.58
1285,283.98
1286,280.98
1287,288.8
1288,293.64
1289,294.1
1290,295.86
1291,299.71
1292,300.36
1293,299.64
1294,298.86
1295,297.92
1296,296.06
1297,304.17
1298,312.034
1299,312.06
1300,316.34
1301,311.49
1302,314.13
1303,312.65
1304,318.12
1305,316.01
1306,312.64
1307,320.95
1308,320.51
1309,314.76
1310,319.04
1311,310.03
1312,303.23
1313,298.23
1314,305.174
1315,310.889
1316,310.7
1317,306.4
1318,310.49
1319,310.77
1320,328.931
1321,326.44
1322,332.54
1323,326.756
1324,332.21
1325,363.39
1326,358.16
1327,362.7
1328,361.08
1329,364.03
1330,359.002
1331,358.74
1332,358.892
1333,356.18
1334,343.56
1335,350.31
1336,354.378
1337,349.53
1338,356.22
1339,367.396
1340,369.17
1341,366.18
1342,364.94
1343,362.57
1344,368.92
1345,372.31
1346,376.64
1347,381.37
1348,386.71
1349,393.62
1350,392.3
1351,384.66
1352,385.96
1353,384.49
1354,386.95
1355,384.89
1356,387.78
1357,382.19
1358,381.25
1359,384.24
1360,388.97
1361,387.65
1362,395.96
1363,395.19
1364,402.2
1365,402.92
1366,399.2
1367,404.39
1368,398.08
1369,393.37
1370,398.79
1371,397.97
1372,396.44
1373,393.63
1374,398.03
1375,401.92
1376,401.01
1377,397.66
1378,390.98
1379,397.54
1380,395.87
1381,395.8
1382,399.61
1383,407.05
1384,404.54
1385,399.87
1386,387.6
1387,386.28
1388,394.43
1389,384.2
1390,403.01
1391,358.69
1392,346.15
1393,347.95
1394,346.45
1395,354.59
1396,361.08
1397,360.87
1398,361.79
1399,349.25
1400,357.2
1401,357.35
1402,353.65
1403,347.38
1404,349.8
1405,346.76
1406,351.78
1407,358.32
1408,359.8
1409,360.13
1410,362.1
1411,359.78
1412,363.9
1413,372.37
1414,372.16
1415,372.06
1416,370.53
1417,368.82
1418,370.64
1419,371.51
1420,373.74
1421,375.04
1422,378.77
1423,373.23
1424,368.97
1425,360.62
1426,351.85
1427,354.71
1428,343.41
1429,338.47
1430,338.29
1431,336.365
1432,342.99
1433,341.96
1434,333.62
1435,323
1436,317.76
1437,327.07
1438,331.805
1439,317.11
1440,311.73
1441,315.91
1442,316.08
1443,323.68
1444,324.91
1445,330.87
1446,329.32
1447,324.58
1448,337.15
1449,303.83
1450,296.58
1451,300.38
1452,304.13
1453,307.89
1454,308.01
1455,310.05
1456,297.38
1457,292.71
1458,288.32
1459,292.24
1460,302.86
1461,304.64
1462,297.62
1463,295.19
1464,297.7
1465,296.755
1466,301.19
1467,305.01
1468,304.91
1469,312.24
1470,310.82
1471,310.16
1472,313.78
1473,312.55
1474,308.84
1475,307.19
1476,306.78
1477,323.57
1478,329.67
1479,327.5
1480,332.41
1481,335.2
1482,325.91
1483,326.27
1484,327.62
1485,325.62
1486,334.38
1487,327
1488,324.2
1489,327.24
1490,324.16
1491,327.44
1492,325.69
1493,324.57
1494,324.78
1495,332.39
1496,332.85
1497,337.492
1498,333.55
1499,323.81
1500,329.97
1501,327.92
1502,346.2
1503,355.32
1504,354.44
1505,355.9
1506,352.454
1507,358.66
1508,359.76
1509,360.84
1510,358.14
1511,358.61
1512,324.01
1513,320.41
1514,320
1515,322.51
1516,312.99
1517,307.06
1518,313.65
1519,312.32
1520,313.89
1521,311.45
1522,316.8
1523,318.33
1524,319.32
1525,326.28
1526,333.21
1527,333.63
1528,334.53
1529,335.13
1530,335.78
1531,332.91
1532,331.59
1533,334.02
1534,341.83
1535,343.18
1536,340.02
1537,339.04
1538,342.38
1539,339
1540,345.95
1541,346.38
1542,342.34
1543,329.75
1544,331.33
1545,330.52
1546,331.19
1547,323.89
1548,327.76
1549,324
1550,325
1551,331.32
1552,324.5
1553,323.63
1554,328.21
1555,321.93
1556,323.21
1557,321.82
1558,322.44
1559,317.46
1560,318.41
1561,322.74
1562,322.2
1563,316.98
1564,322.7
1565,315.37
1566,311.39
1567,306.45
1568,308.31
1569,305.97
1570,302.86
1571,303.64
1572,306.21
1573,315.33
1574,312.97
1575,313.18
1576,287.06
1577,289.97
1578,295.59
1579,294.12
1580,299.07
1581,305.46
1582,305.72
1583,302.81
1584,296.52
1585,296.64
1586,299.86
1587,305.11
1588,312.01
1589,311.51
1590,316.48
1591,327.82
1592,323.05
1593,324.93
1594,326.54
1595,330.54
1596,332.63
1597,335.64
1598,335.04
1599,333.57
1600,338.64
1601,326
1602,326.31
1603,316.5
1604,316.93
1605,312.63
1606,306.64
1607,312.5
1608,305.84
1609,307.36
1610,307.32
1611,306.07
1612,295.06
1613,298.88
1614,297.73
1615,299.9
1616,306.54
1617,306.285
1618,303.03
1619,309.09
1620,312.04
1621,310.3
1622,310.35
1623,308.52
1624,302.19
1625,295.29
1626,298.42
1627,300.46
1628,296.93
1629,291.41
1630,294.74
1631,293.27
1632,286.95
1633,290.74
1634,289.44
1635,297.25
1636,310.32
1637,312.39
1638,309.66
1639,306.75
1640,303.91
1641,311.78
1642,354.53
1643,364.47
1644,363.55
1645,364.75
1646,373.89
1647,374.28
1648,370.56
1649,372.995
1650,375.14
1651,377.17
1652,381.83
1653,375.43
1654,373.37
1655,378.995
1656,383.66
1657,380.14
1658,378.59
1659,385.37
1660,384.8
1661,380.16
1662,385.655
1663,384.61
1664,382.72
1665,387.83
1666,380.09
1667,378.56
1668,369.51
1669,366.37
1670,374.24
1671,370.58
1672,373.35
1673,371.92
1674,375.135
1675,373.24
1676,378.49
1677,375.11
1678,374.09
1679,370.96
1680,367.35
1681,370.56
1682,374.59
1683,372.1
1684,370.255
1685,372.25
1686,377.04
1687,374.41
1688,381.2
1689,383.54
1690,382.65
1691,382.36
1692,385.11
1693,383.45
1694,386.04
1695,375.56
1696,389.51
1697,391.18
1698,389.8
1699,389.99
1700,445.1
1701,438.56
1702,429.31
1703,429.37
1704,421.78
1705,422.87
1706,423.04
1707,421.19
1708,419.1
1709,426.88
1710,433.69
1711,432.85
1712,431.02
1713,426.87
1714,432.28
1715,426
1716,425.24
1717,421.71
1718,423.86
1719,431.63
1720,427.63
1721,425.47
1722,431.42
1723,426.57
1724,429.23
1725,430.92
1726,430.99
1727,436.59
1728,430.78
1729,426.95
1730,423.5
1731,425.48
1732,430.77
1733,432.97
1734,429.92
1735,423.67
1736,427.26
1737,427.81
1738,439.39
1739,434.92
1740,436.29
1741,445.99
1742,440.84
1743,440.1
1744,438.1
1745,429.86
1746,434.09
1747,437.39
1748,437.71
1749,436.04
1750,436.72
1751,429.7
1752,434.39
1753,443.51
1754,455.57
1755,465.57
1756,461.19
1757,475.48
1758,483.01
1759,488.1
1760,488
1761,488.27
1762,482.18
1763,529.42
1764,531.41
1765,526.03
1766,529
1767,536.76
1768,536.15
1769,535.03
1770,531.9
1771,537.01
1772,529.46
1773,522.62
1774,524
1775,527.46
1776,525.91
1777,529.66
1778,531.52
1779,535.22
1780,535.02
1781,532.92
1782,515.78
1783,494.47
1784,463.37
1785,466.37
1786,500.77
1787,518.37
1788,518.01
1789,512.89
1790,496.54
1791,510.55
1792,504.72
1793,499
1794,517.54
1795,516.89
1796,522.24
1797,529.44
1798,521.38
1799,522.37
1800,527.39
1801,538.87
1802,540.26
1803,548.39
1804,538.4
1805,536.07
1806,533.75
1807,524.25
1808,504.06
1809,496.07
1810,511.89
1811,520.72
1812,532.54
1813,543.68
1814,537.48
1815,541.94
1816,533.16
1817,539.8
1818,550.19
1819,548.9
1820,544.83
1821,562.44
1822,570.76
1823,573.15
1824,560.88
1825,555.77
1826,563.91
1827,599.03
1828,608.61
1829,611.01
1830,617.1
1831,626.55
1832,625.9
1833,628.35
1834,625.31
1835,640.95
1836,655.65
1837,659.37
1838,655.49
1839,659.68
1840,673.25
1841,665.6
1842,642.35
1843,647.81
1844,643.3
1845,663.54
1846,661.27
1847,668.45
1848,678.99
1849,671.15
1850,675.34
1851,673.26
1852,664.8
1853,679.06
1854,676.01
1855,666.25
1856,672.64
1857,669.83
1858,677.33
1859,664.79
1860,662.32
1861,640.15
1862,657.91
1863,658.64
1864,675.77
1865,670.65
1866,664.14
1867,664.51
1868,663.15
1869,663.7
1870,662.79
1871,675.2
1872,693.97
1873,689.07
1874,675.89
1875,636.99
1876,633.79
1877,632.65
1878,607.94
1879,607.05
1880,617.74
1881,617.89
1882,581.81
1883,593
1884,570.18
1885,574.48
1886,571.77
1887,575.02
1888,596.38
1889,596.53
1890,601.25
1891,583.35
1892,635.35
1893,587
1894,574.81
1895,552.1
1896,531.07
1897,536.26
1898,502.13
1899,488.1
1900,482.07
1901,490.48
1902,503.82
1903,507.08
1904,521.1
1905,534.1
1906,525
1907,534.9
1908,559.5
1909,552.94
1910,554.04
1911,555.15
1912,555.23
1913,552.52
1914,579.04
1915,580.21
1916,577.49
1917,575.14
1918,562.8
1919,560.26
1920,559.47
1921,558.93
1922,569.61
1923,573.37
1924,577.02
1925,574.27
1926,559.44
1927,552.08
1928,553.98
1929,560.48
1930,569.63
1931,582.95
1932,579.87
1933,593.86
1934,598.69
1935,593.64
1936,598.5
1937,593.19
1938,586.14
1939,602.08
1940,591.43
1941,594.6
1942,595.93
1943,603.17
1944,614.82
1945,620.75
1946,625.89
1947,635.35
1948,627.9
1949,632.99
1950,631
1951,620.5
1952,626.2
1953,616.88
1954,606.57
1955,602
1956,659.59
1957,683.85
1958,671.32
1959,670.9
1960,659.09
1961,673.95
1962,679.75
1963,703.07
1964,713.23
1965,717.93
1966,709.92
1967,710.66
1968,695.27
1969,697.45
1970,698.52
1971,702.8
1972,696.75
1973,704.2
1974,708.35
1975,714.91
1976,712.24
1977,722.79
1978,719.44
1979,728.24
1980,725.54
1981,726.73
1982,723.74
1983,726.64
1984,727.65
1985,717.91
1986,715.24
1987,719.3
1988,714.26
1989,717.51
1990,706.39
1991,714.01
1992,715.82
1993,710.6
1994,722.08
1995,698.96
1996,691.36
1997,707.95
1998,715.6
1999,715.62
2000,725.68
2001,728.1
2002,737.61
2003,736.57
2004,745.81
2005,753.78
2006,748.21
2007,742.63
2008,741.2
2009,735.44
2010,736.07
2011,739.95
2012,745.72
2013,744.43
2014,744.86
2015,739.61
2016,735.59
2017,736.67
2018,752.61
2019,758.81
2020,767.74
2021,760.58
2022,754.64
2023,760.77
2024,765.98
2025,766.56
2026,768.31
2027,768.56
2028,771.24
2029,772.56
2030,768.49
2031,764.04
2032,764.63
2033,764.46
2034,757.31
2035,759.48
2036,762.45
2037,757.25
2038,759.22
2039,769
2040,771.29
2041,767.58
2042,769.16
2043,770.62
2044,772.44
2045,788.87
2046,784.48
2047,784.06
2048,760.14
2049,771.49
2050,761.01
2051,761.09
2052,769.69
2053,778.52
2054,775.1
2055,780.22
2056,789.74
2057,804.7
2058,805.75
2059,799.16
2060,816.11
2061,828.72
2062,829.05
2063,837.31
2064,836.74
2065,834.03
2066,844.36
2067,841.66
2068,839.43
2069,841.71
2070,831
2071,834.09
2072,829.28
2073,822.96
2074,812.95
2075,817.65
2076,817.69
2077,810.32
2078,818.99
2079,838.09
2080,835.18
2081,822.59
2082,818.36
2083,776.32
2084,789.82
2085,785.41
2086,765.56
2087,767.03
2088,755.05
2089,784.93
2090,787.75
2091,771.88
2092,742.38
2093,739.01
2094,719.07
2095,743.24
2096,746.49
2097,756.4
2098,760.16
2099,780
2100,785.33
2101,780.12
2102,780.37
2103,766.77
2104,762.52
2105,750.57
2106,743.65
2107,740.34
2108,759.36
2109,764.72
2110,770.42
2111,767.33
2112,768.66
2113,760.12
2114,774.34
2115,768.82
2116,761
2117,757.77
2118,766
2119,771.22
2120,770.6
2121,766.34
2122,760.59
2123,771.4
2124,772.13
2125,765.15
2126,749.87
2127,753.67
2128,757.18
2129,780.45
2130,795.99
2131,796.92
2132,795.9
2133,799.02
2134,813.64
2135,817.14
2136,809.72
2137,807.48
2138,809.04
2139,808.33
2140,817.88
2141,822.44
2142,836.52
2143,839.15
2144,835.77
2145,830.38
2146,823.48
2147,832.35
2148,839.95
2149,810.2
2150,807.64
2151,812.5
