Vandal,Minor,LoggedIn,HTTP,NumWordsAdded,NumWordsRemoved
0,0,1,0,0,111
0,1,1,0,0,0
0,1,1,0,0,2
0,1,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,0
0,1,1,0,2,13
0,1,1,0,216,2
0,0,1,0,0,21
0,0,1,0,0,1
0,0,1,0,0,3
0,1,1,0,0,10
0,0,1,0,6,0
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,4
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,1,1,0,0,3
0,0,1,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
0,0,1,0,0,3
0,0,1,0,1,21
0,0,1,0,0,13
0,0,0,0,0,11
0,0,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,5
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,0,2
0,1,1,0,221,2
0,1,1,0,0,0
0,1,1,0,0,1
0,0,0,0,51,77
0,1,1,0,0,2
0,1,1,0,0,3
0,1,1,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,4
0,1,1,0,0,1
0,1,1,0,0,1
0,0,1,0,0,3
0,0,1,0,0,3
0,1,1,1,48,0
0,1,1,0,0,0
0,1,1,0,219,2
0,1,1,0,0,1
0,0,0,0,0,4
0,0,1,0,0,1
0,1,1,0,0,0
0,0,1,0,0,3
0,0,1,0,0,0
0,1,1,0,0,1
0,0,1,0,0,5
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,8
0,0,1,0,0,1
0,0,0,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,1,3
0,1,1,0,1,6
0,1,1,0,89,0
0,0,0,0,0,0
0,0,1,0,47,1
0,1,1,0,0,8
0,0,0,0,0,0
0,1,1,0,0,2
0,1,1,0,3,18
0,0,0,0,0,2
0,1,1,0,0,3
0,1,1,0,1,5
0,1,1,0,3,0
0,1,1,0,3,2
0,0,0,0,0,0
0,1,1,0,1,1
0,1,1,0,50,3
0,0,1,0,0,5
0,1,1,0,0,1
0,1,1,0,1,1
0,1,1,0,0,3
0,1,1,0,0,19
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,2
0,1,1,0,1,1
0,1,1,0,0,0
0,1,1,0,1,1
0,0,1,0,0,3
0,1,1,0,0,3
0,0,1,0,0,2
0,1,1,0,7,0
0,1,1,0,0,0
0,0,1,0,0,1
0,0,1,0,1,0
0,1,1,0,0,1
0,1,1,0,21,1
0,1,1,0,0,0
0,0,0,0,0,6
0,1,1,0,0,0
0,1,1,0,0,4
0,0,1,0,0,2
0,0,0,0,0,0
0,0,1,0,0,6
0,0,0,0,0,2
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,6
0,0,0,0,0,0
0,0,1,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,226,1
0,0,0,0,0,0
0,0,1,0,0,0
0,1,1,0,241,10
0,0,1,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,0,259,1
0,0,1,0,1,1
0,0,0,0,0,0
0,1,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,11
0,1,1,0,0,0
0,0,1,0,0,1
0,0,0,0,0,1
0,1,1,0,0,6
0,0,1,0,69,6
0,0,1,0,0,3
0,1,1,0,0,0
0,0,0,0,0,10
0,1,1,0,2,5
0,1,1,0,23,3
0,1,1,0,0,18
0,0,1,0,1,2
0,1,1,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,14
0,1,1,0,0,2
0,1,1,0,0,3
0,1,1,0,45,6
0,0,1,0,0,2
0,1,1,0,0,12
0,0,1,1,178,0
0,1,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,1
0,0,0,0,0,1
0,1,1,0,0,13
0,0,1,0,0,138
0,1,1,0,0,42
0,0,0,0,0,0
0,0,0,0,1,1
0,1,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,3
0,0,0,0,0,0
0,1,1,1,181,2
0,1,1,0,0,0
0,0,1,0,0,8
0,1,1,0,0,7
0,1,1,0,0,5
0,1,1,0,0,0
0,1,1,0,0,26
0,0,1,1,27,1
0,1,1,0,0,1
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,47
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,11
0,1,1,0,0,2
0,0,1,0,0,0
0,1,1,0,0,7
0,1,1,0,0,2
0,0,0,0,0,0
0,0,1,0,0,7
0,0,0,0,0,1
0,0,1,0,0,2
0,1,1,0,0,2
0,1,1,0,48,0
0,1,1,0,0,3
0,1,1,0,48,0
0,1,1,0,50,6
0,1,1,0,12,3
0,1,1,0,0,7
0,1,1,0,0,2
0,1,1,0,0,11
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,0,5
0,1,1,0,0,3
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,2
0,1,1,0,1,5
0,1,1,0,0,2
0,0,0,0,0,0
0,1,1,0,1,8
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,11
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,0,119
0,0,0,0,0,0
0,1,1,0,5,9
0,1,1,0,0,2
0,1,1,0,0,15
0,1,1,0,0,1
0,1,1,0,0,31
0,1,1,0,0,3
0,0,1,0,0,8
0,1,1,0,0,0
0,1,1,0,48,13
0,1,1,0,0,14
0,1,1,0,0,1
0,1,1,0,2,7
0,0,0,0,0,1
0,1,1,0,0,1
0,1,1,0,0,2
0,1,1,0,12,0
0,0,0,0,0,1
0,0,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,1
0,1,1,0,0,0
0,1,1,0,0,4
0,1,1,0,0,1
0,1,1,0,0,2
0,1,1,0,0,4
0,1,1,0,1,6
0,1,1,0,0,1
0,1,1,0,49,1
0,1,1,0,49,18
0,1,1,0,0,2
0,1,1,0,0,1
0,1,1,0,0,1
0,1,1,0,0,16
0,0,0,0,0,0
0,0,1,0,0,13
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,12
0,0,0,0,0,0
0,1,1,0,0,10
0,0,1,0,0,0
0,1,1,0,1,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,2
0,1,1,0,0,5
0,0,1,0,0,1
0,1,1,0,0,0
0,1,1,0,1,1
0,0,1,0,0,2
0,1,1,0,1,1
0,1,1,0,1,9
0,0,1,0,0,8
0,0,0,0,0,9
0,0,1,0,0,0
0,1,1,0,0,0
0,0,0,0,1,2
0,1,1,0,0,27
0,0,1,0,0,0
0,0,0,0,0,3
0,0,0,0,0,0
0,1,1,0,0,4
0,0,0,0,0,1
0,1,1,0,0,7
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,9,2
0,1,1,0,0,1
0,0,0,0,0,0
0,1,1,0,0,3
0,1,1,0,109,2
0,1,1,0,0,1
0,1,1,0,0,1
0,0,1,0,0,5
0,0,1,0,35,0
0,1,1,0,0,9
0,0,0,0,0,0
0,1,1,0,0,3
0,1,1,0,0,8
0,0,0,0,0,0
0,1,1,0,0,4
0,0,1,0,0,0
0,0,0,0,4,12
0,0,0,0,2,10
0,0,0,0,2,9
0,1,1,0,0,2
0,1,1,0,0,2
0,1,1,0,10,3
0,1,1,0,11,4
0,1,1,0,0,0
0,0,0,0,0,1
0,1,1,0,1,0
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,1,1,0,0,11
0,0,0,0,0,0
0,1,1,0,0,9
0,0,0,0,0,1
0,1,1,0,0,18
0,0,1,0,0,7
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,1,0,1,0
0,1,1,0,0,2
0,1,1,0,0,0
0,1,1,0,0,3
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,1
0,0,0,0,0,0
0,1,1,0,0,2
0,1,1,0,0,2
0,1,1,0,0,3
0,1,1,0,42,1
0,1,1,0,0,3
0,0,1,0,0,0
0,1,1,0,0,1
0,1,1,0,10,5
0,1,1,0,1,4
0,0,0,0,0,2
0,1,1,0,0,1
0,0,1,0,4,1
0,0,1,0,1,5
0,0,1,0,1,1
0,0,0,0,0,0
0,0,1,0,0,2
0,0,0,0,0,1
0,0,1,0,0,3
0,1,1,0,0,2
0,1,1,0,0,2
0,0,1,0,0,4
0,1,1,0,1,2
0,1,1,0,0,2
0,1,1,0,0,0
0,0,1,0,1,2
0,1,1,0,1,1
0,1,1,0,1,2
0,1,1,0,1,3
0,1,1,0,0,1
0,0,1,0,0,0
0,0,1,0,0,0
0,1,1,0,45,2
0,1,1,0,0,1
0,1,1,0,5,0
0,1,1,0,1,1
0,1,1,0,1,1
0,1,1,0,5,1
0,0,1,0,0,4
0,0,1,0,0,8
0,0,0,0,0,0
0,1,1,0,1,1
0,1,1,0,0,1
0,1,1,0,7,14
0,1,1,0,0,0
0,1,1,0,2,7
0,1,1,0,2,3
0,0,0,0,0,1
0,1,1,1,35,0
0,1,1,0,116,0
0,0,1,0,0,11
0,0,1,0,1,4
0,1,1,0,11,11
0,1,1,0,0,6
0,1,1,0,0,22
0,1,1,0,1,4
0,1,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,4
0,0,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,1
0,1,1,0,1,3
0,1,1,0,0,3
0,0,0,0,0,1
0,0,1,0,0,3
0,1,1,0,0,9
0,1,1,0,0,2
0,0,0,0,0,0
0,1,1,0,25,0
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,1
0,0,0,0,0,0
0,1,1,0,0,2
0,1,1,0,0,2
0,1,1,0,0,7
0,0,1,0,0,0
0,1,1,0,2,3
0,0,0,0,1,1
0,1,1,0,6,6
0,1,1,0,0,1
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,2,4
0,0,0,0,0,1
0,1,1,0,0,7
0,0,0,0,0,1
0,1,1,0,0,0
0,1,1,0,0,0
0,0,1,0,3,68
0,0,1,0,4,61
0,0,1,0,0,0
0,0,1,0,9,0
0,1,1,0,0,1
0,0,1,0,0,0
0,0,0,1,4,0
0,0,1,0,18,13
0,1,1,0,2,0
0,1,1,0,0,4
0,0,1,0,9,2
0,1,1,0,2,0
0,0,1,0,0,0
0,0,0,0,3,1
0,0,1,0,0,1
0,0,0,0,0,0
0,1,1,0,1,1
0,1,1,0,0,2
0,1,1,0,0,0
0,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,1,0
0,1,1,0,0,0
0,1,1,0,1,0
0,1,1,0,1,4
0,1,1,0,0,2
0,1,1,0,0,2
0,1,1,0,1,2
0,1,1,0,34,2
0,1,1,0,0,4
0,0,0,0,10,1
0,0,0,0,5,0
0,0,0,0,1,1
0,1,1,0,0,3
0,0,1,0,3,0
0,1,1,0,7,2
0,0,1,0,1,0
0,0,1,0,4,3
0,1,1,0,0,1
0,0,1,0,1,3
0,1,1,0,0,1
0,1,1,0,0,0
0,0,0,0,0,4
0,1,1,0,0,5
0,1,1,0,0,7
0,0,1,0,0,0
0,1,1,0,0,11
0,1,1,0,15,0
0,0,0,0,1,1
0,1,1,0,0,2
0,0,1,0,3,3
0,1,1,0,0,3
0,1,1,0,0,1
0,1,1,0,5,1
0,1,1,0,1,0
0,1,1,0,7,11
0,1,1,0,1,0
0,1,1,0,0,1
0,1,1,0,0,10
0,0,1,0,9,0
0,1,1,0,1,1
0,0,1,0,1,1
0,0,1,0,0,2
0,1,1,0,2,0
0,1,1,0,0,1
0,0,1,0,0,1
0,1,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,1,0,1,1
0,1,1,0,1,1
0,1,1,0,0,1
0,0,1,0,0,0
0,0,0,0,1,1
0,1,1,0,0,12
0,1,1,0,1,1
0,0,1,0,1,0
0,0,1,0,1,0
0,0,1,0,0,2
0,0,0,0,4,3
0,0,1,0,0,0
0,0,1,0,0,1
0,0,0,0,0,0
0,1,1,0,2,0
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,6,0
0,0,1,0,1,1
0,1,1,0,0,0
0,1,1,0,1,2
0,0,1,0,1,0
0,0,1,0,0,3
0,1,1,0,2,0
0,0,1,0,1,0
0,0,1,0,0,3
0,0,1,0,0,3
0,1,1,0,0,4
0,1,1,0,0,2
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,0,1,1
0,1,1,0,0,2
0,0,1,0,29,0
0,1,1,0,0,0
0,0,1,0,5,0
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,7
0,1,1,0,0,1
0,0,1,0,2,4
0,1,1,0,1,1
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,5
0,1,1,0,2,2
0,0,1,0,1,0
0,0,1,0,1,1
0,1,1,0,0,3
0,0,0,0,0,0
0,1,1,0,0,1
0,0,0,0,1,4
0,1,1,0,0,2
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,1,0,0,20
0,1,1,0,5,2
0,0,0,0,2,0
0,0,1,0,2,0
0,0,1,0,0,1
0,1,1,0,1,2
0,0,1,0,1,4
0,0,1,0,13,0
0,0,1,0,2,2
0,1,1,0,0,0
0,1,1,0,1,1
0,0,1,0,0,1
0,1,1,0,2,3
0,0,0,0,0,5
0,0,0,0,0,0
0,0,1,1,3,0
0,1,1,0,0,0
0,1,1,0,0,9
0,0,1,0,0,4
0,1,1,0,0,19
0,1,1,0,0,11
0,0,0,1,4,0
0,1,1,0,0,3
0,0,1,0,0,2
0,1,1,0,37,0
0,0,1,0,2,0
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,39
0,1,1,0,0,0
0,0,0,0,0,2
0,0,1,0,0,0
0,1,1,0,9,0
0,1,1,0,16,0
0,1,1,0,0,2
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,25,0
0,0,0,0,1,0
0,0,1,0,0,2
0,0,1,0,1,1
0,0,1,0,6,5
0,1,1,0,1,4
0,0,1,0,4,4
0,0,1,0,8,0
0,0,1,0,5,3
0,0,1,0,4,0
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,2
0,0,1,0,3,1
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,16,14
0,0,1,0,32,17
0,0,1,0,0,0
0,0,1,0,1,0
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,0,1,13
0,0,1,0,1,0
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,1
0,0,1,0,6,32
0,0,1,1,2,27
0,0,1,0,0,0
0,1,1,0,1,1
0,0,1,0,5,3
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,7,0
0,0,1,0,15,26
0,0,1,1,6,7
0,0,1,0,2,4
0,0,1,0,1,0
0,0,1,0,0,2
0,0,1,0,1,0
0,1,1,0,0,0
0,0,1,0,2,0
0,0,1,0,6,8
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,0,0,0
0,0,1,0,6,7
0,0,1,0,1,1
0,0,1,0,0,2
0,0,1,0,19,7
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,1,3,0
0,0,1,0,58,2
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,3
0,0,0,0,3,0
0,1,1,0,0,0
0,0,0,0,0,15
0,1,1,0,2,1
0,0,1,0,1,0
0,1,1,0,6,7
0,0,0,0,1,0
0,0,1,0,0,0
0,0,0,1,4,0
0,0,0,0,0,0
0,0,1,1,1,0
0,0,0,0,1,0
0,1,1,0,0,7
0,0,0,0,5,0
0,0,0,0,2,12
0,0,0,0,0,2
0,0,1,0,0,5
0,0,1,0,0,0
0,0,1,0,1,0
0,1,1,0,0,3
0,1,1,0,0,10
0,0,0,0,4,3
0,1,1,0,0,0
0,0,0,0,0,5
0,1,1,0,0,6
0,0,0,0,0,2
0,1,1,0,0,2
0,0,0,0,0,0
0,0,1,0,0,1
0,0,1,0,0,2
0,1,1,0,3,2
0,0,1,0,0,0
0,1,1,0,0,15
0,0,0,0,1,1
0,1,1,0,10,14
0,0,1,1,4,0
0,0,1,0,0,0
0,0,1,0,1,1
0,0,0,0,0,0
0,1,1,0,1,1
0,0,1,0,0,1
0,0,0,0,0,1
0,0,1,0,0,1
0,1,1,0,62,13
0,0,1,0,1,1
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,1,15
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,0,9
0,0,0,0,1,1
0,0,1,0,1,5
0,0,0,0,7,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,40,0
0,0,0,0,4,0
0,0,0,0,0,1
0,1,1,0,1,2
0,0,1,0,0,0
0,1,1,0,6,8
0,0,1,0,65,1
0,1,1,0,0,1
0,0,0,0,1,1
0,0,0,0,2,0
0,0,0,0,0,4
0,1,1,0,0,0
0,1,1,0,7,3
0,0,1,0,2,5
0,0,0,0,0,2
0,0,0,0,0,1
0,0,1,0,1,2
0,1,1,0,0,0
0,1,1,0,1,1
0,1,1,0,1,1
0,0,0,0,16,0
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,37,1
0,1,1,0,0,0
0,0,1,1,2,0
0,1,1,0,0,0
0,1,1,0,1,0
0,1,1,0,0,0
0,1,1,0,1,0
0,0,0,0,0,0
0,0,1,0,10,1
0,0,0,0,0,2
0,0,1,0,6,1
0,0,1,0,0,2
0,0,0,0,2,1
0,0,0,0,1,0
0,0,1,0,1,0
0,0,1,0,0,1
0,0,1,0,1,1
0,1,1,0,9,5
0,0,1,0,1,0
0,0,1,0,0,0
0,1,1,0,0,0
0,0,0,0,1,1
0,0,1,0,0,12
0,0,0,0,0,0
0,1,1,0,1,0
0,1,1,0,2,2
0,0,0,0,0,0
0,0,1,0,6,0
0,1,1,0,5,3
0,1,1,0,1,1
0,0,1,0,1,0
0,0,1,0,1,0
0,0,1,0,7,2
0,0,0,0,3,1
0,0,0,0,1,1
0,0,0,0,2,0
0,0,0,0,0,0
0,1,1,0,1,0
0,0,0,0,8,6
0,0,1,0,0,4
0,1,1,0,1,0
0,1,1,0,0,0
0,1,1,0,1,0
0,1,1,0,2,0
0,0,1,0,0,0
0,1,1,0,2,1
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,0,2,4
0,0,1,0,0,6
0,0,1,0,0,0
0,1,1,0,0,1
0,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,0,0,3
0,0,1,0,0,0
0,0,1,0,1,1
0,1,1,0,0,0
0,1,1,0,66,1
0,0,0,0,1,0
0,0,1,0,0,0
0,0,1,0,32,93
0,0,1,0,0,2
0,0,0,0,0,1
0,1,1,0,0,16
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,47,0
0,0,0,0,1,3
0,0,1,0,0,2
0,1,1,0,1,0
0,0,0,0,0,1
0,1,1,0,0,4
0,0,0,0,0,0
0,1,1,0,0,1
0,0,1,0,10,0
0,1,1,0,1,1
0,0,1,0,1,0
0,1,1,0,1,0
0,0,1,0,0,0
0,0,1,0,3,1
0,0,1,0,9,0
0,0,1,0,4,0
0,0,1,0,6,0
0,0,1,0,22,0
0,1,1,0,1,2
0,0,1,0,1,1
0,1,1,0,0,0
0,0,1,0,10,1
0,1,1,0,0,0
0,1,1,0,2,0
0,1,1,0,2,1
0,0,1,0,1,0
0,1,1,0,0,1
0,0,1,0,3,0
0,1,1,0,0,1
0,0,1,0,64,69
0,0,1,0,9,0
0,0,1,0,0,0
0,0,1,0,1,2
0,0,1,0,0,20
0,0,1,1,16,3
0,1,1,1,1,1
0,1,1,0,0,0
0,0,1,0,2,0
0,1,1,0,1,1
0,1,1,0,1,0
0,0,1,1,38,1
0,0,1,0,5,0
0,0,1,1,8,1
0,0,1,0,0,1
0,0,1,0,3,0
0,0,1,0,2,0
0,0,1,0,5,0
0,0,1,0,8,0
0,0,1,0,1,0
0,0,1,0,1,0
0,0,1,0,8,0
0,1,1,0,1,1
0,0,1,0,6,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,15,0
0,0,1,0,0,0
0,0,1,0,1,2
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,0,0
0,1,1,0,1,0
0,0,0,0,0,0
0,0,0,0,3,0
0,1,1,0,7,14
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,1,0,0,9
0,0,1,0,4,4
0,1,1,0,3,2
0,0,1,0,0,0
0,1,1,0,4,2
0,1,1,0,0,16
0,0,0,0,0,0
0,0,1,0,0,14
0,0,1,0,0,36
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,1,2
0,1,1,0,0,21
0,0,0,0,1,1
0,0,0,0,0,0
0,1,1,0,1,1
0,0,0,0,0,0
0,1,1,0,5,9
0,1,1,0,0,1
0,0,1,0,12,2
0,0,0,0,0,0
0,0,1,0,0,16
0,0,1,0,4,0
0,0,1,0,0,33
0,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,6
0,1,1,0,0,0
0,1,1,0,0,5
0,0,0,0,1,1
0,0,0,0,0,0
0,1,1,0,0,9
0,0,1,0,0,51
0,0,1,0,0,0
0,0,1,0,2,0
0,1,1,0,0,2
0,1,1,0,0,89
0,1,1,0,0,29
0,1,1,0,0,47
0,0,1,0,1,1
0,1,1,0,0,88
0,0,1,0,0,12
0,1,1,0,0,0
0,0,1,0,0,64
0,1,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,67
0,1,1,0,0,0
0,1,1,0,1,3
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,1,0,1,10
0,1,1,0,1,2
0,1,1,0,0,8
0,1,1,0,0,1
0,1,1,0,0,4
0,1,1,0,0,8
0,0,1,0,0,0
0,0,1,0,0,0
0,1,1,0,16,2
0,0,1,0,2,1
0,0,0,0,0,0
0,1,1,0,0,8
0,1,1,0,0,9
0,1,1,0,1,0
0,0,1,0,0,3
0,0,1,0,0,0
