StockSymbol,Industry,SubIndustry,Ret2000.01,Ret2000.02,Ret2000.03,Ret2000.04,Ret2000.05,Ret2000.06,ret2000.07,Ret2000.08,Ret2000.09,Ret2000.10,Ret2000.11,Ret2000.12,Ret2001.01,Ret2001.02,Ret2001.03,Ret2001.04,Ret2001.05,Ret2001.06,Ret2001.07,Ret2001.08,Ret2001.09,Ret2001.10,Ret2001.11,Ret2001.12,Ret2002.01,Ret2002.02,Ret2002.03,Ret2002.04,Ret2002.05,Ret2002.06,Ret2002.07,Ret2002.08,Ret2002.09,Ret2002.10,Ret2002.11,Ret2002.12,Ret2003.01,Ret2003.02,Ret2003.03,Ret2003.04,Ret2003.05,Ret2003.06,Ret2003.07,Ret2003.08,Ret2003.09,Ret2003.10,Ret2003.11,Ret2003.12,Ret2004.01,Ret2004.02,Ret2004.03,Ret2004.04,Ret2004.05,Ret2004.06,Ret2004.07,Ret2004.08,Ret2004.09,Ret2004.10,Ret2004.11,Ret2004.12,Ret2005.01,Ret2005.02,Ret2005.03,Ret2005.04,Ret2005.05,Ret2005.06,Ret2005.07,Ret2005.08,Ret2005.09,Ret2005.10,Ret2005.11,Ret2005.12,Ret2006.01,Ret2006.02,Ret2006.03,Ret2006.04,Ret2006.05,Ret2006.06,Ret2006.07,Ret2006.08,Ret2006.09,Ret2006.10,Ret2006.11,Ret2006.12,Ret2007.01,Ret2007.02,Ret2007.03,Ret2007.04,Ret2007.05,Ret2007.06,Ret2007.07,Ret2007.08,Ret2007.09,Ret2007.10,Ret2007.11,Ret2007.12,Ret2008.01,Ret2008.02,Ret2008.03,Ret2008.04,Ret2008.05,Ret2008.06,Ret2008.07,Ret2008.08,Ret2008.09,Ret2008.10,Ret2008.11,Ret2008.12,Ret2009.01,Ret2009.02,Ret2009.03,Ret2009.04,Ret2009.05,Ret2009.06,Ret2009.07,Ret2009.08,Ret2009.09,Ret2009.10,Ret2009.11,Ret2009.12
AMWD,Consumer Goods,Home Furnishings & Fixtures,-0.257916667,-0.070422535,0.222288085,-0.049149338,-0.112,0.108108108,-0.06959884,0.216684155,-0.150537634,-0.067630356,-0.138434579,0.07518797,0.329808328,-0.028231798,0.088607595,0.253772291,0.270605398,0.161426844,0.243462343,0.003957509,-0.388541667,0.245405405,0.301470588,0.170513937,0.123419513,0.091992058,-0.044393939,0.072279587,-0.046333186,-0.133127413,-0.187477829,0.081562567,-0.008209539,0.051960979,0.126063126,-0.208333333,-0.268421053,0.144927536,0.106900878,0.09350057,-0.013257576,-0.002336449,0.093851836,0.002368265,-0.122352941,0.085543767,0.048484848,0.108314878,0.120596693,0.02,0.039086929,-0.03690369,-0.112791236,0.041956825,-0.057781457,0.20571329,-0.469103943,0.00840792,0.064004232,0.084409136,-0.063022363,-0.104597422,-0.023681378,-0.128864569,0.060921717,-0.107110979,0.187521079,0.062322946,-0.104,-0.0820984,-0.167641326,-0.017439556,0.249000799,0.090442591,0.049054374,-0.020016916,0.010932106,-0.000285307,-0.031356899,-0.067159763,0.0505145,0.102205006,0.051621622,0.088426528,0.071752086,-0.119042341,-0.070073362,-0.062737643,0.079397276,-0.067385445,-0.136246048,0.003993344,-0.176685487,0.028803245,-0.222712681,-0.053125,0.161683278,-0.103448276,0.096533333,-0.151528777,0.182056663,-0.053315412,0.130330618,-0.009174312,-0.103434505,-0.179282869,-0.114285714,0.146540881,-0.176245211,-0.026899798,0.232280702,0.206997085,-0.072428778,0.303756124,-0.031805039,-0.152027027,-0.03685259,0.032545932,-0.013670886,0.01026694
AMZN,Services,Catalog & Mail Order Houses,-0.207852761,0.020296296,-0.009315393,-0.156632029,-0.137321429,-0.257160393,-0.179067866,0.355323318,-0.087369421,-0.041110238,-0.310527786,-0.376102646,0.09487666,-0.407213496,0.035425101,0.527589545,0.049685535,-0.178281069,-0.114184397,-0.297721917,-0.332960894,0.181049069,0.598870056,-0.01814882,0.298261665,0.092176607,0.012031139,0.168767507,0.101510574,-0.112506827,-0.106369821,0.044025157,0.082936778,0.192852742,0.214880333,-0.217805383,0.138613861,0.00319052,0.1751693,0.122896282,0.2513947,-0.004931507,0.146160198,0.118570394,0.04105761,0.125284267,-0.015145985,-0.032720588,-0.044730857,-0.150839092,0.006043701,0.003452244,0.115455382,0.136411113,-0.276579926,-0.008062419,0.068794141,-0.173407605,0.159555815,0.10725,-0.038487208,-0.181860465,-0.022532801,-0.065550101,0.099380805,-0.069721676,0.358303249,-0.048573975,0.065380997,-0.120670638,0.212409307,-0.035392799,-0.055824731,-0.147540984,-0.024566088,-0.039814562,-0.016481955,0.116950621,-0.30192108,0.161205273,0.041166937,0.191056911,0.057959612,-0.01987084,-0.026111686,0.031357049,0.011953204,0.53902133,0.131217277,-0.007111756,0.141403866,0.023175416,0.16583229,-0.045707557,0.032022792,0.028990337,-0.185107499,-0.1841306,0.121245479,0.077270859,0.041071429,-0.096364757,0.05675526,0.058276585,-0.125060125,-0.202563388,-0.242236025,0.220952381,0.145472249,0.106197712,0.148576791,0.102711586,-0.029733765,0.069684184,0.015873016,-0.062037893,0.156304186,0.284432432,0.145373336,-0.017671973
ANAD,Technology,Semiconductor,0.627015707,0.729438893,-0.293891088,0.139115955,-0.5498313,-0.076464208,-0.240448147,0.384615385,-0.402646503,0,-0.274223035,0,0.14764268,-0.266849315,0,0.365384615,0.097906055,0.177675371,-0.195831314,-0.097058824,-0.205729167,0.242474916,0.119920053,-0.080217129,-0.116883117,-0.280941534,0.294858342,-0.176948052,0.060157791,-0.234911792,-0.679012346,0.151851852,-0.301639344,0.079812207,0.638297872,-0.346835443,-0.236641221,0.02,0.029126214,-0.00952381,0.507462687,0.035830619,0.137071651,0.391061453,-0.053892216,0.071729958,0.283524904,-0.129927007,0.179153094,-0.114130435,-0.057575758,-0.233870968,0.044491525,0.048979592,-0.087378641,-0.179431072,-0.078167116,-0.185714286,0.11589404,0.109467456,-0.205333333,-0.19112628,-0.381974249,-0.046357616,0.093333333,0.190184049,0.356756757,0.007722008,0.272030651,-0.00297619,0.553254438,0.145038168,0.095709571,-0.056801196,0.255961844,0.121098627,-0.052164262,-0.214953271,-0.181008902,0.376383764,-0.046604527,0.13006993,0.188888889,-0.092213115,-0.001117318,0.359688196,0.005957447,-0.095197978,0.170074349,0.1032,0.045323741,0.115932203,0.099088146,-0.188222345,-0.240689655,0.06146789,-0.138050043,-0.300893744,-0.038123167,0.670658683,0.110512129,-0.199186992,-0.385802469,-0.44205298,-0.187861272,-0.384615385,-0.314917127,0.223140496,0.371621622,-0.194029851,0.29375,0.480392157,0.295681063,0.050125313,-0.014285714,-0.072289157,0.232984293,-0.312633833,-0.043478261,0.37012987
ANAT,Financial,Property & Casualty Insurance,-0.097595698,-0.024970474,-0.017094017,-0.10226087,0.04610616,-0.057823758,0.10375,0.020746888,0.034493927,0.062745098,0.04887218,0.057971014,0.031653478,-0.026140304,-0.067741498,0.054296029,-0.010916442,0.026503708,0.070257299,-0.017065272,0.027788352,0.016615003,-0.026967122,0.064556962,0,0.099322243,0.071793127,0.057334326,0.032254761,-0.03507014,-0.118556701,-0.113475177,-0.091973684,0.106857143,0.15153486,-0.068060448,0.020388582,-0.078724406,-0.004343938,0.033858878,0.079405092,0.014351253,0.021500405,-0.021283861,-0.003981731,-0.018665092,-0.004056795,-0.027400414,0.061764706,0.042398145,-0.042682927,0.053367644,-0.002657878,-0.015356724,-0.024468085,0.027027027,0.020453347,0.090220886,-0.021561267,0.000480261,0.014400922,0.033033602,-0.027905269,-0.028409091,0.117350891,-0.007666173,0.025100134,-0.061141649,0.07286319,-0.005984491,0.027453732,0.008534483,0.024909185,-0.017513736,-0.016583311,0.055309735,-0.019351022,0.109666382,-0.090959556,0.001392758,0.008966658,0.007819288,-0.01746988,-0.003754147,0.069494348,0.058212058,0.005501847,0.020165703,0.098778626,0.060163957,-0.027383895,-0.160394325,0.039510075,-0.02104785,-0.050889171,0.019251786,0.034394589,-0.096015936,-0.057586999,0.036439499,0.009336384,-0.114623792,-0.032059818,0.014130897,-0.102785284,-0.225235448,0.081294859,0.019073946,-0.2419924,-0.238754948,0.267472793,0.31023166,0.176662708,-0.054540906,0.041501976,0.081924089,-0.001172333,-0.020760028,0.276856101,0.095578793
ANDE,Consumer Goods,Farm Products,-0.055,0.017333333,-0.082568807,0.058073654,0.209677419,0.082004556,-0.040838852,0.010356732,-0.028153153,-0.021252796,0.006857143,-0.020431328,0.033293698,0.007058824,0.028968714,-0.098475967,0.085825748,0.02994012,0.068208092,0.017316017,-0.069148936,0.113983549,0.037934668,0.040582726,0.011011011,0.00297619,-0.003902439,0.03902439,0.176635514,0.082802548,-0.040740741,-0.003861004,-0.015503876,-0.065354331,0.005042017,0.06187291,-0.004651163,0.016548463,-0.011591963,-0.098832685,0.133735979,-0.054054054,0.070204082,0.030534351,0.13561848,0.05442623,0.044154229,-0.060035315,0.166989039,0.081576027,-0.035897436,0.009042553,-0.091100579,-0.015697674,-0.010047281,0.061787642,0.163504464,0.12034384,0.031095088,0.113051069,-0.009765625,0.217726397,-0.047911548,-0.125242718,0.194029851,0.118014362,0.167180926,-0.281892021,-0.017119839,0.173400673,0.188276061,0.043351901,0.135730858,0.137052759,0.410057678,0.32278481,-0.017410332,-0.599788401,-0.112746262,0.102715784,-0.167073171,0.05147704,0.1450806,0.032140248,-0.064250412,0.048069738,0.065259117,0.034521158,-0.159139785,0.158446205,-0.058629776,0.098814229,0.01845175,0.035885667,-0.134462355,0.047463175,0.016514171,0.009602794,-0.046387345,0.010898577,-0.074300699,-0.025143678,0.127421759,-0.009473452,-0.228308501,-0.242174161,-0.521903323,0.31314741,-0.000609756,-0.239852399,0.16091954,0.148677627,0.561916615,0.172278778,0.065828647,0.013867488,0.080417434,-0.116960729,-0.160077146,-0.013374092
ANEN,Technology,Wireless Communications,0.087566968,0.269790795,0.245194805,0.091863517,0.009950249,0.318894472,-0.448212928,0.674609929,0.151762208,-0.256133324,-0.623985751,0.786018075,-0.184529357,-0.652004671,-0.261176471,0.36,-0.038349797,0.194029851,0.181770833,-0.16826087,-0.122854077,-0.064831804,0.059546926,0.080474111,-0.082042456,-0.203761755,0.148616601,-0.128364389,0.023622047,-0.327626459,-0.089848308,0.262953368,-0.156923077,0.118004866,0.281938326,-0.266666667,-0.131165919,0.110103627,-0.004602992,-0.127906977,0.383152174,-0.067580803,0.171276596,0.085067873,0.065943239,0.099456099,0.057827927,-0.058666667,0.375087966,-0.114989733,-0.06760729,-0.077548468,0.076402975,0.02252816,-0.260333128,-0.021523179,0.154373928,-0.103877103,0.111754967,-0.057454545,-0.084162204,0.0632806,-0.056765163,-0.205906481,0.232049948,0.110641892,0.079163555,-0.046238785,0.013659238,0.004258339,0.025,0.098383696,0.116932907,-0.018285714,0.126736111,0.055498458,-0.051158301,0.033282905,-0.142102736,0.277463194,-0.073031236,-0.054536906,0.011793612,-0.131540342,-0.075630252,0.00060024,0.071167883,0.074389551,-0.08056872,0,-0.023782559,-0.176023392,0.00284495,0.106638418,0.003257329,0.065934066,-0.168594035,-0.080058224,-0.001577287,0.05399061,-0.031273269,-0.18441358,-0.092557252,0.110878661,-0.064516129,0.241276171,-0.13815261,0.144636015,-0.011705686,-0.040274207,-0.003642987,0.196872125,0.21175584,0.093382808,0.01181767,-0.125611746,0.06449593,-0.13949382,-0.061349693,0.075
ANNB,Financial,Regional,-0.086757991,0.04679803,0.030588235,-0.086757991,0.22,-0.111111111,0.058823529,0.197215777,-0.062015504,0.084474886,0.159914712,-0.240808824,0.013513514,0.117886179,-0.045454545,-0.028571429,0.12745098,0.04173913,0.193656093,-0.18395574,-0.166666667,-0.081632653,-0.022222222,0,0.163218391,0.04,0.153846154,-0.034482759,-0.022108844,-0.019130435,-0.007092199,0,-0.053097345,-0.013059701,0.00750469,0.024208566,0.11627907,-0.057324841,-0.006677796,0.008403361,0.153976311,0.043165468,0.066024759,0.043024772,0.112469438,0.022246941,0.059782609,-0.035897436,-0.042553191,0.123595506,0.013,-0.042871386,0.036458333,0.018614271,0.057608696,0.01997897,0.049473684,0.152457372,-0.039473684,-0.180357143,0.018826135,0.14628821,-0.12392755,0.021276596,0.008333333,-0.039054471,-0.021621622,0.04,-0.022869023,-0.006521739,-0.018599562,0.006726457,0.076581576,-0.004192872,-0.023046092,-0.026395939,-0.052137643,-0.01870187,0.014573991,0.005524862,-0.001098901,-0.00990099,0.054384018,0,0.022702703,0.020299145,0,-0.005235602,-0.073921971,0.021528525,-0.076923077,-0.064044944,-0.040816327,-0.105131414,0.083106267,-0.040251572,-0.089759798,0.06116643,-0.01192053,0.045769764,0.041666667,-0.253246753,-0.0625,-0.027777778,-0.133333333,-0.343173432,-0.248,-0.252232143,-0.430894309,0.064257028,0.022556391,0.308823529,0.039325843,0.027027027,-0.242105263,0.006944444,0.034482759,0,0.006779661,0.043771044
ANSS,Technology,Application Software,-0.057904412,0.240847784,-0.165372671,0.005581395,0.023255814,0.045955882,-0.125217391,0.049701789,0.102941176,-0.021885522,-0.12908778,0.109467456,-0.054318789,0.039697543,0.173953488,0.038431373,0.220868241,0.20696325,0.119385343,-0.007915567,-0.040322581,0.216106605,0.19047619,-0.014394242,-0.083707636,-0.081092095,0.214701927,-0.047796863,0.041585698,-0.25,0.058434959,-0.011933174,-0.162779397,0.127733026,0.064049587,-0.044917258,-0.070149254,0.284324324,0.003772003,0.114105263,0.074004508,0.090751043,0.056025039,0.054594272,0.015428571,0.005359661,0.078277886,0.024516129,-0.039959535,0.057459146,-0.0065,-0.063732929,0.179753762,0.098901099,0.014759358,-0.037147737,0.109054416,-0.450855551,0.120072993,0.047028086,-0.00431566,0.103067485,-0.049722222,-0.111240876,0.10102344,0.070591769,0.025669958,0.029451868,0.01717759,-0.03894764,0.135675676,0.007314771,0.031029619,0.088113814,0.135220126,0.040169523,-0.107256637,-0.060141509,-0.048320199,0.028609155,-0.056184576,0.045216996,0.014032815,-0.068935988,0.153526012,0.014919435,0.035066259,0.000977517,0.097303634,-0.530558016,-0.023988006,0.276194145,0.031702899,0.138457026,-0.0285,0.062804409,-0.155130687,0.070773639,-0.07872965,0.133239437,0.152815013,-0.01112277,0.020008893,-0.026771999,-0.15013465,-0.23673687,0.035893754,-0.007826396,-0.107681263,-0.178411405,0.27930683,0.11057499,0.083575581,0.037629038,-0.006673022,0.118395926,0.068837475,0.084157093,-0.046756426,0.106697224
ANTP,Technology,Communication Equipment,0.12704918,1.017291066,-0.457259159,-0.27184466,-0.226804124,0.020920502,-0.282786885,0.447513812,-0.024590164,-0.265625,-0.214659686,-0.050724638,0.480916031,-0.113402062,0,-0.040697674,0.114649682,-0.156756757,-0.033333333,0.034482759,0.026490066,-0.064516129,-0.047619048,0.05,0.251908397,0.034285714,-0.005524862,-0.331491713,0.214285714,-0.064705882,0.059602649,0.090361446,-0.165745856,0.19205298,0.105555556,-0.166666667,0.043478261,0.035714286,0.063218391,0.048648649,-0.020618557,0.257894737,0.046025105,-0.016,0.398467433,0.230136986,0.198660714,0.14,0.283082077,-0.287012987,-0.038321168,0.254716981,0.126666667,-0.174298375,-0.254480287,-0.108173077,-0.00511509,0.456582633,0.914545455,3.46,-0.54641961,-0.345014602,0.858688733,-0.489928525,0.688888889,-0.219636364,0.105827506,-0.289518174,0.013118664,-0.150176678,-0.086834734,-0.171278983,0.503111111,-0.067058824,-0.084852294,-0.366139023,-0.018181818,-0.060063224,0.040178571,-0.216244726,-0.123505976,-0.274853801,0.458248473,-0.235453315,0.174911661,-0.152011923,0.098920863,-0.019354839,-0.122895623,-0.075555556,0.206785137,-0.132075472,0.21875,0.025316456,-0.198019802,0,-0.183856502,0.37962963,-0.029986962,-0.219736842,0.016863406,-0.185064935,0.016,-0.070281124,-0.401709402,-0.04109589,-0.192857143,-0.009302326,0.050925926,-0.025862069,0,0.519650655,-0.079545455,-0.032786885,0.073333333,-0.012345679,0.211180124,-0.180451128,-0.021212121,0.053291536
APAGF,Basic Materials,Independent Oil & Gas,-0.099173554,-0.009009009,0.181818182,-0.215384615,-0.078431373,0.106382979,-0.078431373,0.044444444,0.031914894,0.002474227,0.06185567,0.111111111,0.154545455,0.029662354,0.189393939,-0.098039216,-0.040285714,-0.210845198,0.017274472,0.015065913,-0.190909091,0.123318386,0.037924152,-0.173076923,-0.178571429,-0.101449275,0.282051282,0.038961039,0,0,0,0.025316456,-0.007407407,-0.050632911,-0.02739726,-0.016910936,0.017647059,0.109248555,0.05046344,0.175490196,0.063829787,-0.1108,0.126126126,0.0296,-0.009940358,-0.0562249,0.059148936,0.082994304,0.088180113,0.066317627,0.019902121,0.04734485,0.152671756,-0.046357616,-0.077777778,0.015151515,0.007518797,0.060298507,-0.088960343,0.086764706,0.00135318,0.047297297,-0.004129032,-0.028245659,-0.007733333,-0.021052632,-0.037671233,0.167785235,0.077097506,0.003469388,0.043319097,0.006432749,0.230384615,0.3671875,-0.05946255,0.01822753,0.047885889,0.059006211,0.035294118,0.022727273,-0.034888889,-0.058715174,0.062515444,0.017391304,0.007061002,0.025787966,0.096847616,-0.006536626,-0.018817204,-0.066923077,0.050438077,0.079954181,0.117684478,0.019571924,-0.747170879,0.028785047,-0.155644867,-0.190715182,0.36900369,-0.092851879,0.051334702,0.155688623,-0.010020733,0.003808864,-0.032136752,-0.0032097,0.004582305,-0.02810219,-0.078947368,-0.340890354,-0.297193878,0.747937672,-0.159259259,0.185573366,0.395564724,-0.180022363,0.053308824,-0.065112187,0.030004688,-0.008524002
APFC,Basic Materials,Specialty Chemicals,-0.075151515,0.055916775,-0.130541872,0,-0.154178674,-0.072607261,0.135231317,-0.1392,0.150557621,0.020408163,-0.198333333,0.157894737,-0.122302158,0,0.022494888,0.068,0.146788991,0.0304,-0.091194969,0.152249135,0.066066066,-0.015235457,0.032303371,0.192034139,0.044152745,-0.014806378,0.132571429,-0.025974026,0.071142285,-0.11627907,-0.052631579,-0.038043478,0.003546099,0.0375,0.082926829,0.136781609,-0.04752275,-0.191285866,0.095367847,-0.059610706,0.068399453,-0.054224464,0.179916318,-0.009638554,0.040490798,0.087470449,0.016129032,-0.004188482,0.048704663,-0.157620042,-0.008706468,-0.023047375,-0.075949367,0.064383562,0.046357616,-0.026143791,-0.1117717,-0.025839793,0.113333333,0.013095238,-0.123039807,0.252112676,-0.18447694,0.084840056,0.050322581,-0.02200489,0.020382166,-0.21625,-0.0528,-0.00173913,-0.253546099,0.531111111,-0.025714286,-0.168359942,0.616197183,-0.151187905,0.070063694,-0.082352941,-0.036755387,-0.147239264,0.121522694,-0.03342246,0.043723554,0.07972973,0.162703379,0.124324324,0.120772947,0.032090199,0.383193277,-0.084431138,-0.003309067,0.041333333,0,0.213497729,-0.198473282,0.159863946,-0.135652174,0.094429348,-0.01541307,0.087066246,-0.015679443,0.014117647,-0.043478261,0.056441718,-0.226303318,-0.108108108,-0.096256684,-0.189325277,-0.023690773,-0.371069182,0.015686275,0.353053435,-0.098995696,0.01433121,0.242331288,0.020671835,-0.048507463,-0.087628866,-0.001412429,0.043661972
APOG,Industrial Goods,General Building Materials,-0.077689243,-0.051229508,-0.14806867,-0.120987654,0.138121547,-0.143203883,0.106770833,0.059665871,0.320185615,-0.055755396,-0.08952381,0.102459016,0.278810409,0.218571429,-0.168224299,0.095483871,0.2514828,0.183886256,0.161163522,-0.32912234,0.28742515,0.112350598,0.08041958,0,-0.036065574,-0.20325779,0.099099099,0.136363636,-0.021052632,0.033093525,-0.169241573,0.015241321,-0.087572977,0.081352834,-0.231727575,-0.066736184,0.029966704,-0.117710583,0.014814815,0.26405868,0.023391813,-0.15654649,0.140311804,0.125867195,-0.096153846,0.015414258,0.132057416,-0.038135593,0.040816327,0.142595978,-0.007258065,-0.071666667,-0.098642534,0.049445005,0.013487476,0.105986261,0.149333333,0.004705882,0.15256917,-0.090847458,0.016730038,0.040148699,0.032537961,-0.09167842,0.095536413,0.112156295,0.025957171,0.029487179,0.062111801,-0.035335689,-0.044471896,0.046451613,0.127672572,-0.006321839,-0.0287687,-0.043042453,-0.076923077,-0.022606383,-0.017099863,0.05259467,0.011303191,0.062046205,0.061919505,0.129239766,-0.027096115,0.096706743,-0.036075036,0.196819085,0.016515277,0.119967794,-0.080328454,-0.031923077,0.032232392,-0.091856426,-0.036426713,-0.226491863,0.01987142,-0.120571429,-0.002590674,0.403144654,0.038041102,-0.321008403,0.092979127,0.152737752,-0.261787819,-0.33513149,-0.204892966,0.366754617,-0.020076482,-0.071568627,0.188311688,0.230486685,-0.080597015,-0.031545741,0.164536741,-0.115874079,0.154496541,-0.115564462,0.029323308,0.012292119
APOL,Services,Education & Training Services,0.094683544,0.048735632,0.219290657,0.024373013,0.002068966,-0.048913043,0.298761062,0.099407328,-0.047539417,-0.033110946,-0.115267947,0.375174727,0.121846154,-0.356946733,-0.069219858,-0.032057267,0.088028169,0.24340949,0.030288689,-0.092857143,0.072193878,-0.035587189,0.082489146,0.009192825,0.033222591,0.079128695,0.09868691,-0.284568016,-0.111798042,0.149941657,-0.001272265,0.06437659,0.045246691,-0.047509754,-0.006024096,0.052631579,0.004065041,0.040880503,0.067836508,0.079561316,0.049537289,0.051914894,0.042857143,-0.011722968,0.026745452,-0.039915331,0.092111479,-0.021924131,0.091561676,0.027220051,0.124804178,0.05470561,0.031215531,-0.053799164,-0.065122524,0.073197578,-0.071970655,-0.104477612,0.217351459,0.010137672,-0.029784066,-0.053956835,0.00816771,-0.02816332,0.075857339,-0.001659221,-0.035920462,0.0488,-0.151565495,-0.047345334,0.127474268,-0.156646673,-0.071226022,-0.107052441,0.067276423,0.031332578,-0.048043676,-0.01147886,-0.084719536,0.0696634,-0.02687747,-0.251670379,0.045834457,0.000770416,0.109123435,0.089631336,-0.03452826,0.078677309,0.006715635,0.212240664,0.012157534,-0.006771627,0.028908655,0.310082645,-0.012262811,-0.078549849,0.129781808,-0.24006438,-0.260147285,0.154980713,-0.075270898,-0.073089005,0.422470884,0.017740131,-0.085300015,0.190443569,0.102122777,0,0.067348008,-0.116607774,0.068184917,-0.123014767,-0.064577398,0.195495041,-0.040977914,-0.061785559,0.136882716,-0.234481834,-0.011261261,0.07316209
APSG,Technology,Communication Equipment,0.010830325,0.865714286,-0.419661017,-0.181818182,-0.266324285,0.156,-0.160929432,0.013333333,-0.26974359,-0.051490515,-0.178362573,-0.084532374,0.198333333,-0.296244784,-0.209486166,-0.142857143,0.108753316,0.223021583,0.25,-0.174679487,0.716504854,0.090705487,-0.110772358,-0.028735632,0.19047619,-0.018461538,-0.023354565,0.042162162,0.288043478,0.027049873,-0.127782358,-0.030018762,-0.116795367,-0.061458333,0.183333333,0.11163227,-0.010327022,0.178697183,0.040590406,0.028469751,0.177576602,0.017730496,0.081081081,0.012506797,0.06684492,0.030363365,0.042563367,0.045557059,0.139652983,-0.042101475,0.035107588,-0.00809121,0.149319603,0.109177215,-0.002308802,-0.019502544,-0.078894328,-0.063678516,0.276395427,-0.066966649,-0.16798419,-0.21527077,-0.012931034,-0.142040457,-0.109414758,0.078142695,0.150451887,-0.129502964,-0.007800312,-0.102979613,0.052724077,0.254143646,0.007829491,0.020905923,-0.024114173,-0.093891974,-0.022828508,-0.026841805,-0.099353322,-0.040469974,0.002702703,-0.001345895,0.066666667,-0.12125,0.042082739,0.104109589,0.119225968,-0.074403109,-0.023465704,-0.041743401,-0.073791349,-0.017277125,-0.05122807,0.059734513,-0.113194444,0.0609375,-0.017647059,-0.105263158,0.005967604,-0.031329382,0.342881944,-0.107189542,0.082039911,0.127384196,0.029620853,0.037637522,-0.127848805,0.166449935,-0.025013897,0.099482461,0.027947154,-0.01446384,0.059746835,0.214761905,-0.028749029,0.013069307,-0.087808702,-0.113370835,-0.036549708,-0.027735754
ARBA,Technology,Internet Software & Services,-0.166,0.593373494,-0.219807213,-0.265445545,-0.340126582,0.799082569,0.195257732,0.391265912,-0.096430373,-0.100185132,-0.497740842,-0.161573421,-0.31301786,-0.56,-0.515021459,-0.002580645,-0.3095526,-0.080267559,-0.25464684,-0.437037037,-0.205128205,0.885714286,0.27761194,0.449411765,-0.235015773,-0.103238866,-0.006578947,-0.161073826,-0.213333333,0.059800664,-0.26006192,-0.055793991,-0.372093023,0.735294118,0.782051282,-0.433789954,0.048507463,0.050541516,-0.063122924,0.131944444,0.151234568,-0.206349206,-0.049122807,-0.063197026,0.182879377,0.045016077,-0.036585366,-0.05362776,0.086666667,-0.04601227,-0.095846645,-0.208480565,-0.03539823,-0.061320755,-0.223413762,-0.12573443,0.265582656,0.639957265,0.078431373,0.00667071,-0.16031458,-0.083501006,-0.154684096,-0.227912932,0.023294509,-0.058727569,0.067357513,-0.040387722,-0.035532995,0.370175439,0.102171137,-0.149305556,0.279452055,0.075949367,-0.044921875,-0.044467425,-0.088077336,-0.024881517,-0.037037037,0.114401077,-0.096501809,0.014784946,0.00665779,0.027888446,0.189258312,0.017486339,0.029572837,-0.062699256,0.056753689,0.061027837,-0.120126449,0.031652989,0.233409611,0.198148148,-0.065354331,-0.05907173,-0.103417266,-0.107107107,0.080536913,0.21122449,0.255499154,0.004095563,0.15319747,-0.116376725,-0.060505319,-0.234073014,-0.244131455,-0.075641026,0.058171745,0.168224299,0.021052632,0.108419839,-0.099904853,0.041269841,0.056281407,0.082152975,0.023830538,0.027826087,-0.087542088,0.141294439
ARDNA,Services,Grocery Stores,-0.128798439,0.040650407,-0.021016949,0.077562327,0.180912596,0.116,-0.049667179,-0.131891892,0.433823529,-0.142857143,-0.011627907,0.011764706,-0.032093023,-0.053820279,0.034789233,0.012269939,0.106666667,0.036717063,0.205635621,-0.056756757,-0.13655706,0.033408072,0.293153113,0.042016807,0.135644059,-0.076296296,0.024464832,-0.036614646,-0.125,0.076412556,-0.065989002,0.044856783,-0.041443619,0.031531532,0.049036778,0.037189374,-0.057520661,-0.114765331,0.022393822,0.091782087,-0.022331247,0.017592273,0.07970652,-0.04683584,0.025104603,0.145469388,0.074299462,0.020005265,-0.028303117,0.004600812,0.020408163,-0.028,0.099726776,0.130654536,-0.078,0.007635438,-0.013577811,0.174723425,-0.008932156,0.036834925,-0.038686869,-0.013500883,-0.238085015,-0.036714286,0.189785258,-0.021234568,0.121398638,-0.181247196,0.00306544,-0.004380143,0.164597517,0.065456674,0.004901415,0.007094557,0.021321024,-0.014370875,0.041271195,0.172746114,-0.126122162,0.093872105,0.009978308,0.212929082,-0.061444043,-0.020490506,-0.01203819,0.046101406,0.092739625,0.010116906,-0.024295432,0.028037383,-0.05958894,0.081435035,0.025955882,-0.008459885,0.035968635,0.081748252,-0.075306596,-0.088841701,0.086708716,-0.050318923,-0.143733119,0.084638425,0.181050734,0.152543544,-0.146874451,0.013993105,-0.084069901,-0.023407224,-0.087857143,-0.093011035,0.18008282,0.002227171,0.094110608,-0.001994416,0.000870666,-0.082069234,0.025311025,-0.052034297,-0.194682602,-0.001878914
